#        k-dist (A^-1)        energy(eV) :       1 -th eigen
# wavefunction coeff.: <ci|sigma|ci>,sigma=sigma_0         1        2        3        4        5        6        7        8
     0.000000                            -19.383143    0.5000   0.0000   0.0000   0.0000   0.5000   0.0000   0.0000   0.0000
     0.007440                            -19.382989    0.5000   0.0000   0.0000   0.0000   0.5000   0.0000   0.0000   0.0000
     0.014881                            -19.382527    0.5000   0.0000   0.0000   0.0000   0.5000   0.0000   0.0000   0.0000
     0.022321                            -19.381757    0.4999   0.0001   0.0000   0.0000   0.4999   0.0001   0.0000   0.0000
     0.029762                            -19.380679    0.4999   0.0001   0.0000   0.0000   0.4999   0.0001   0.0000   0.0000
     0.037202                            -19.379294    0.4998   0.0001   0.0000   0.0000   0.4998   0.0001   0.0000   0.0000
     0.044643                            -19.377601    0.4997   0.0002   0.0001   0.0000   0.4997   0.0002   0.0001   0.0000
     0.052083                            -19.375601    0.4996   0.0003   0.0001   0.0000   0.4996   0.0003   0.0001   0.0000
     0.059524                            -19.373294    0.4995   0.0004   0.0001   0.0000   0.4995   0.0004   0.0001   0.0000
     0.066964                            -19.370680    0.4994   0.0005   0.0002   0.0000   0.4994   0.0005   0.0002   0.0000
     0.074405                            -19.367760    0.4992   0.0006   0.0002   0.0000   0.4992   0.0006   0.0002   0.0000
     0.081845                            -19.364534    0.4990   0.0007   0.0002   0.0000   0.4990   0.0007   0.0002   0.0000
     0.089286                            -19.361002    0.4989   0.0008   0.0003   0.0000   0.4989   0.0008   0.0003   0.0000
     0.096726                            -19.357165    0.4987   0.0010   0.0003   0.0000   0.4987   0.0010   0.0003   0.0000
     0.104167                            -19.353022    0.4984   0.0011   0.0004   0.0000   0.4984   0.0011   0.0004   0.0000
     0.111607                            -19.348576    0.4982   0.0013   0.0004   0.0001   0.4982   0.0013   0.0004   0.0001
     0.119047                            -19.343826    0.4980   0.0015   0.0005   0.0001   0.4980   0.0015   0.0005   0.0001
     0.126488                            -19.338773    0.4977   0.0017   0.0006   0.0001   0.4977   0.0017   0.0006   0.0001
     0.133928                            -19.333417    0.4974   0.0019   0.0006   0.0001   0.4974   0.0019   0.0006   0.0001
     0.141369                            -19.327759    0.4971   0.0021   0.0007   0.0001   0.4971   0.0021   0.0007   0.0001
     0.148809                            -19.321800    0.4968   0.0023   0.0008   0.0001   0.4968   0.0023   0.0008   0.0001
     0.156250                            -19.315540    0.4965   0.0025   0.0009   0.0001   0.4965   0.0025   0.0009   0.0001
     0.163690                            -19.308980    0.4962   0.0028   0.0009   0.0001   0.4962   0.0028   0.0010   0.0001
     0.171131                            -19.302122    0.4958   0.0030   0.0010   0.0001   0.4958   0.0030   0.0010   0.0001
     0.178571                            -19.294964    0.4954   0.0033   0.0012   0.0001   0.4954   0.0033   0.0011   0.0001
     0.186012                            -19.287509    0.4950   0.0036   0.0012   0.0001   0.4950   0.0036   0.0012   0.0001
     0.193452                            -19.279757    0.4946   0.0038   0.0014   0.0002   0.4946   0.0039   0.0013   0.0002
     0.200893                            -19.271710    0.4942   0.0042   0.0014   0.0002   0.4942   0.0041   0.0015   0.0002
     0.208333                            -19.263367    0.4938   0.0045   0.0016   0.0002   0.4938   0.0045   0.0015   0.0002
     0.215773                            -19.254729    0.4933   0.0049   0.0016   0.0002   0.4933   0.0048   0.0017   0.0002
     0.223214                            -19.245799    0.4929   0.0051   0.0018   0.0002   0.4929   0.0052   0.0017   0.0002
     0.230654                            -19.236576    0.4924   0.0055   0.0019   0.0002   0.4924   0.0056   0.0018   0.0002
     0.238095                            -19.227061    0.4919   0.0058   0.0021   0.0002   0.4919   0.0059   0.0020   0.0002
     0.245535                            -19.217256    0.4914   0.0062   0.0022   0.0003   0.4914   0.0063   0.0021   0.0003
     0.252976                            -19.207161    0.4909   0.0065   0.0023   0.0003   0.4909   0.0067   0.0022   0.0003
     0.260416                            -19.196777    0.4903   0.0069   0.0025   0.0003   0.4903   0.0071   0.0023   0.0003
     0.267857                            -19.186106    0.4898   0.0073   0.0026   0.0003   0.4898   0.0075   0.0025   0.0003
     0.275297                            -19.175148    0.4892   0.0077   0.0028   0.0003   0.4892   0.0079   0.0026   0.0003
     0.282738                            -19.163904    0.4886   0.0083   0.0027   0.0003   0.4886   0.0081   0.0029   0.0003
     0.290178                            -19.152375    0.4880   0.0086   0.0030   0.0004   0.4880   0.0087   0.0029   0.0004
     0.297619                            -19.140563    0.4874   0.0092   0.0030   0.0004   0.4874   0.0090   0.0032   0.0004
     0.305059                            -19.128467    0.4867   0.0097   0.0032   0.0004   0.4867   0.0095   0.0034   0.0004
     0.312500                            -19.116090    0.4861   0.0102   0.0033   0.0004   0.4861   0.0099   0.0036   0.0004
     0.319940                            -19.103432    0.4854   0.0106   0.0035   0.0004   0.4854   0.0104   0.0037   0.0004
     0.327380                            -19.090495    0.4848   0.0109   0.0039   0.0005   0.4848   0.0111   0.0036   0.0005
