#        k-dist (A^-1)        energy(eV) :       1 -th eigen
# wavefunction coeff.: <ci|sigma|ci>,sigma=sigma_0         1        2        3        4        5        6        7        8
     0.000000                            -19.383143    0.5000   0.0000   0.0000   0.0000   0.5000   0.0000   0.0000   0.0000
     0.014956                            -19.382548    0.5000   0.0000   0.0000   0.0000   0.5000   0.0000   0.0000   0.0000
     0.029912                            -19.380762    0.4999   0.0001   0.0000   0.0000   0.4999   0.0001   0.0000   0.0000
     0.044868                            -19.377788    0.4997   0.0002   0.0001   0.0000   0.4997   0.0002   0.0001   0.0000
     0.059824                            -19.373626    0.4994   0.0004   0.0001   0.0000   0.4994   0.0004   0.0001   0.0000
     0.074780                            -19.368279    0.4991   0.0006   0.0002   0.0000   0.4991   0.0006   0.0002   0.0000
     0.089737                            -19.361749    0.4988   0.0009   0.0003   0.0001   0.4988   0.0009   0.0003   0.0001
     0.104693                            -19.354039    0.4983   0.0012   0.0004   0.0001   0.4983   0.0012   0.0004   0.0001
     0.119649                            -19.345154    0.4978   0.0015   0.0006   0.0001   0.4978   0.0016   0.0005   0.0001
     0.134605                            -19.335097    0.4972   0.0019   0.0007   0.0002   0.4972   0.0020   0.0007   0.0002
     0.149561                            -19.323874    0.4965   0.0024   0.0008   0.0002   0.4965   0.0024   0.0009   0.0002
     0.164517                            -19.311489    0.4958   0.0029   0.0011   0.0002   0.4958   0.0030   0.0010   0.0002
     0.179473                            -19.297949    0.4950   0.0035   0.0013   0.0003   0.4950   0.0035   0.0012   0.0003
     0.194429                            -19.283259    0.4942   0.0041   0.0015   0.0003   0.4942   0.0041   0.0014   0.0003
     0.209385                            -19.267426    0.4932   0.0048   0.0016   0.0004   0.4932   0.0047   0.0017   0.0004
     0.224341                            -19.250457    0.4922   0.0055   0.0018   0.0004   0.4922   0.0054   0.0020   0.0004
     0.239297                            -19.232359    0.4912   0.0061   0.0022   0.0005   0.4912   0.0063   0.0021   0.0005
     0.254253                            -19.213139    0.4901   0.0069   0.0025   0.0005   0.4901   0.0071   0.0024   0.0005
     0.269210                            -19.192804    0.4889   0.0077   0.0029   0.0006   0.4889   0.0079   0.0026   0.0006
     0.284166                            -19.171362    0.4876   0.0088   0.0029   0.0007   0.4876   0.0086   0.0032   0.0007
     0.299122                            -19.148820    0.4863   0.0094   0.0035   0.0007   0.4863   0.0098   0.0032   0.0007
     0.314078                            -19.125187    0.4849   0.0104   0.0039   0.0008   0.4849   0.0107   0.0036   0.0008
     0.329034                            -19.100469    0.4835   0.0116   0.0041   0.0009   0.4835   0.0116   0.0041   0.0009
     0.343990                            -19.074675    0.4820   0.0129   0.0042   0.0010   0.4820   0.0124   0.0047   0.0010
     0.358946                            -19.047811    0.4804   0.0135   0.0051   0.0010   0.4804   0.0140   0.0046   0.0010
     0.373902                            -19.019886    0.4788   0.0149   0.0052   0.0011   0.4788   0.0149   0.0052   0.0011
     0.388858                            -18.990905    0.4771   0.0164   0.0053   0.0012   0.4771   0.0157   0.0060   0.0012
     0.403814                            -18.960876    0.4753   0.0169   0.0064   0.0013   0.4753   0.0176   0.0057   0.0013
