# ATOM = 2 (spec = C )
# NDIV =     2000 dE=      0.01500750
#    energy (ev)        dos_total           orb-1            orb-2            orb-3            orb-4
    -12.51125563       0.16098277      0.06449427       0.04824508       0.04824343       0.00000000
    -12.49624812       0.16110561      0.06447544       0.04831579       0.04831439       0.00000000
    -12.48124062       0.16127656      0.06448351       0.04839711       0.04839594       0.00000000
    -12.46623312       0.16151777      0.06453124       0.04849373       0.04849279       0.00000000
    -12.45122561       0.16185232      0.06463171       0.04861067       0.04860994       0.00000000
    -12.43621811       0.16230561      0.06479902       0.04875356       0.04875303       0.00000000
    -12.42121061       0.16290687      0.06504916       0.04892903       0.04892868       0.00000000
    -12.40620310       0.16369005      0.06540061       0.04914481       0.04914464       0.00000000
    -12.39119560       0.16469356      0.06587426       0.04940964       0.04940966       0.00000000
    -12.37618809       0.16595876      0.06649266       0.04973295       0.04973315       0.00000000
    -12.36118059       0.16752777      0.06727869       0.05012434       0.05012474       0.00000000
    -12.34617309       0.16944065      0.06825392       0.05059307       0.05059367       0.00000000
    -12.33116558       0.17173207      0.06943669       0.05114729       0.05114809       0.00000000
    -12.31615808       0.17442721      0.07084000       0.05179312       0.05179409       0.00000000
    -12.30115058       0.17753673      0.07246903       0.05253329       0.05253441       0.00000000
    -12.28614307       0.18105100      0.07431850       0.05336565       0.05336685       0.00000000
    -12.27113557       0.18493430      0.07637004       0.05428151       0.05428275       0.00000000
    -12.25612806       0.18911998      0.07858994       0.05526441       0.05526563       0.00000000
    -12.24112056       0.19350793      0.08092792       0.05628944       0.05629056       0.00000000
    -12.22611306       0.19796540      0.08331745       0.05732349       0.05732446       0.00000000
    -12.21110555       0.20233206      0.08567808       0.05832660       0.05832738       0.00000000
    -12.19609805       0.20642946      0.08791999       0.05925445       0.05925501       0.00000000
    -12.18109055       0.21007463      0.08995071       0.06006180       0.06006213       0.00000000
    -12.16608304       0.21309667      0.09168329       0.06070663       0.06070675       0.00000000
    -12.15107554       0.21535428      0.09304512       0.06115463       0.06115453       0.00000000
    -12.13606803       0.21675174      0.09398583       0.06138309       0.06138281       0.00000000
    -12.12106053       0.21725042      0.09448312       0.06138388       0.06138343       0.00000000
    -12.10605303       0.21687339      0.09454498       0.06116451       0.06116390       0.00000000
    -12.09104552       0.21570181      0.09420813       0.06074722       0.06074646       0.00000000
    -12.07603802       0.21386353      0.09353249       0.06016598       0.06016505       0.00000000
    -12.06103052       0.21151591      0.09259303       0.05946199       0.05946088       0.00000000
    -12.04602301       0.20882626      0.09147029       0.05867864       0.05867733       0.00000000
    -12.03101551       0.20595350      0.09024150       0.05785675       0.05785524       0.00000000
    -12.01600800       0.20303420      0.08897374       0.05703109       0.05702938       0.00000000
    -12.00100050       0.20017466      0.08771982       0.05622837       0.05622647       0.00000000
    -11.98599300       0.19744901      0.08651713       0.05546696       0.05546491       0.00000000
    -11.97098549       0.19490199      0.08538878       0.05475768       0.05475553       0.00000000
    -11.95597799       0.19255437      0.08434608       0.05410525       0.05410304       0.00000000
    -11.94097049       0.19040904      0.08339151       0.05350986       0.05350767       0.00000000
    -11.92596298       0.18845649      0.08252145       0.05296858       0.05296646       0.00000000
    -11.91095548       0.18667925      0.08172840       0.05247643       0.05247442       0.00000000
    -11.89594797       0.18505552      0.08100277       0.05202730       0.05202544       0.00000000
    -11.88094047       0.18356224      0.08033427       0.05161483       0.05161314       0.00000000
    -11.86593297       0.18217775      0.07971314       0.05123307       0.05123154       0.00000000
    -11.85092546       0.18088380      0.07913103       0.05087708       0.05087569       0.00000000
    -11.83591796       0.17966652      0.07858153       0.05054314       0.05054185       0.00000000
    -11.82091046       0.17851610      0.07806004       0.05022865       0.05022741       0.00000000
    -11.80590295       0.17742553      0.07756337       0.04993170       0.04993046       0.00000000
    -11.79089545       0.17638885      0.07708892       0.04965061       0.04964933       0.00000000
    -11.77588794       0.17539992      0.07663413       0.04938357       0.04938222       0.00000000
    -11.76088044       0.17445204      0.07619624       0.04912861       0.04912719       0.00000000
    -11.74587294       0.17353868      0.07577246       0.04888384       0.04888238       0.00000000
    -11.73086543       0.17265459      0.07536044       0.04864781       0.04864634       0.00000000
    -11.71585793       0.17179668      0.07495871       0.04841969       0.04841828       0.00000000
    -11.70085043       0.17096399      0.07456672       0.04819927       0.04819800       0.00000000
    -11.68584292       0.17015682      0.07418457       0.04798665       0.04798560       0.00000000
    -11.67083542       0.16937526      0.07381242       0.04778180       0.04778104       0.00000000
    -11.65582791       0.16861808      0.07344996       0.04758427       0.04758384       0.00000000
    -11.64082041       0.16788240      0.07309621       0.04739313       0.04739306       0.00000000
    -11.62581291       0.16716448      0.07274967       0.04720727       0.04720754       0.00000000
    -11.61080540       0.16646092      0.07240886       0.04702574       0.04702631       0.00000000
    -11.59579790       0.16576988      0.07207282       0.04684813       0.04684893       0.00000000
    -11.58079040       0.16509140      0.07174136       0.04667455       0.04667548       0.00000000
    -11.56578289       0.16442681      0.07141493       0.04650546       0.04650642       0.00000000
    -11.55077539       0.16377753      0.07109418       0.04634124       0.04634212       0.00000000
    -11.53576788       0.16314387      0.07077944       0.04618186       0.04618256       0.00000000
    -11.52076038       0.16252452      0.07047044       0.04602682       0.04602726       0.00000000
    -11.50575288       0.16191700      0.07016635       0.04587525       0.04587539       0.00000000
    -11.49074537       0.16131864      0.06986610       0.04572637       0.04572618       0.00000000
    -11.47573787       0.16072775      0.06956883       0.04557971       0.04557921       0.00000000
    -11.46073037       0.16014410      0.06927423       0.04543532       0.04543455       0.00000000
    -11.44572286       0.15956867      0.06898249       0.04529358       0.04529260       0.00000000
    -11.43071536       0.15900284      0.06869414       0.04515490       0.04515380       0.00000000
    -11.41570785       0.15844741      0.06840963       0.04501946       0.04501832       0.00000000
    -11.40070035       0.15790207      0.06812912       0.04488701       0.04488595       0.00000000
    -11.38569285       0.15736558      0.06785236       0.04475706       0.04475616       0.00000000
    -11.37068534       0.15683636      0.06757890       0.04462906       0.04462840       0.00000000
    -11.35567784       0.15631327      0.06730822       0.04450269       0.04450236       0.00000000
    -11.34067034       0.15579591      0.06703995       0.04437796       0.04437800       0.00000000
    -11.32566283       0.15528455      0.06677388       0.04425512       0.04425555       0.00000000
    -11.31065533       0.15477961      0.06650995       0.04413441       0.04413525       0.00000000
    -11.29564782       0.15428114      0.06624811       0.04401591       0.04401713       0.00000000
    -11.28064032       0.15378878      0.06598837       0.04389943       0.04390098       0.00000000
    -11.26563282       0.15330195      0.06573082       0.04378466       0.04378647       0.00000000
    -11.25062531       0.15282040      0.06547569       0.04367137       0.04367334       0.00000000
    -11.23561781       0.15234443      0.06522330       0.04355955       0.04356158       0.00000000
    -11.22061031       0.15187470      0.06497392       0.04344940       0.04345138       0.00000000
    -11.20560280       0.15141166      0.06472750       0.04334117       0.04334299       0.00000000
    -11.19059530       0.15095487      0.06448352       0.04323489       0.04323646       0.00000000
    -11.17558779       0.15050284      0.06424110       0.04313026       0.04313149       0.00000000
    -11.16058029       0.15005353      0.06399931       0.04302670       0.04302753       0.00000000
    -11.14557279       0.14960541      0.06375769       0.04292366       0.04292406       0.00000000
    -11.13056528       0.14915851      0.06351660       0.04282098       0.04282094       0.00000000
    -11.11555778       0.14871478      0.06327724       0.04271900       0.04271854       0.00000000
    -11.10055028       0.14827732      0.06304112       0.04261852       0.04261768       0.00000000
    -11.08554277       0.14784883      0.06280937       0.04252031       0.04251915       0.00000000
    -11.07053527       0.14742993      0.06258198       0.04242469       0.04242327       0.00000000
    -11.05552776       0.14701832      0.06235758       0.04233117       0.04232957       0.00000000
    -11.04052026       0.14660949      0.06213394       0.04223862       0.04223693       0.00000000
    -11.02551276       0.14619869      0.06190893       0.04214574       0.04214402       0.00000000
    -11.01050525       0.14578338      0.06168160       0.04205173       0.04205005       0.00000000
    -10.99549775       0.14536489      0.06145283       0.04195682       0.04195524       0.00000000
    -10.98049025       0.14494820      0.06122514       0.04186226       0.04186080       0.00000000
    -10.96548274       0.14453984      0.06100155       0.04176980       0.04176850       0.00000000
    -10.95047524       0.14414471      0.06078417       0.04168083       0.04167971       0.00000000
    -10.93546773       0.14376334      0.06057304       0.04159562       0.04159468       0.00000000
    -10.92046023       0.14339112      0.06036582       0.04151303       0.04151227       0.00000000
    -10.90545273       0.14302004      0.06015873       0.04143093       0.04143037       0.00000000
    -10.89044522       0.14264244      0.05994824       0.04134729       0.04134692       0.00000000
    -10.87543772       0.14225504      0.05973279       0.04126121       0.04126104       0.00000000
    -10.86043022       0.14186135      0.05951374       0.04117379       0.04117382       0.00000000
    -10.84542271       0.14147125      0.05929495       0.04108803       0.04108828       0.00000000
    -10.83041521       0.14109786      0.05908110       0.04100814       0.04100862       0.00000000
    -10.81540770       0.14075331      0.05887554       0.04093853       0.04093924       0.00000000
    -10.80040020       0.14044568      0.05867851       0.04088312       0.04088405       0.00000000
    -10.78539270       0.14017926      0.05848690       0.04084561       0.04084675       0.00000000
    -10.77038519       0.13995841      0.05829549       0.04083079       0.04083213       0.00000000
    -10.75537769       0.13979401      0.05809936       0.04084658       0.04084808       0.00000000
    -10.74037019       0.13970956      0.05789632       0.04090581       0.04090743       0.00000000
    -10.72536268       0.13974409      0.05768819       0.04102709       0.04102880       0.00000000
    -10.71035518       0.13994986      0.05748034       0.04123389       0.04123564       0.00000000
    -10.69534767       0.14038503      0.05727952       0.04155188       0.04155363       0.00000000
    -10.68034017       0.14110308      0.05709111       0.04200514       0.04200683       0.00000000
    -10.66533267       0.14214243      0.05691686       0.04261198       0.04261359       0.00000000
    -10.65032516       0.14351907      0.05675431       0.04338164       0.04338312       0.00000000
    -10.63531766       0.14522395      0.05659816       0.04431223       0.04431356       0.00000000
    -10.62031016       0.14722489      0.05644290       0.04539042       0.04539157       0.00000000
    -10.60530265       0.14947141      0.05628563       0.04659241       0.04659336       0.00000000
    -10.59029515       0.15190008      0.05612768       0.04788581       0.04788659       0.00000000
    -10.57528764       0.15443897      0.05597423       0.04923206       0.04923267       0.00000000
    -10.56028014       0.15701074      0.05583224       0.05058901       0.05058949       0.00000000
    -10.54527264       0.15953527      0.05570733       0.05191377       0.05191416       0.00000000
    -10.53026513       0.16193341      0.05560126       0.05316589       0.05316625       0.00000000
    -10.51525763       0.16413269      0.05551091       0.05431070       0.05431107       0.00000000
    -10.50025013       0.16607471      0.05542940       0.05532245       0.05532286       0.00000000
    -10.48524262       0.16772264      0.05534875       0.05618670       0.05618719       0.00000000
    -10.47023512       0.16906613      0.05526294       0.05690131       0.05690187       0.00000000
    -10.45522761       0.17012180      0.05517014       0.05747551       0.05747614       0.00000000
    -10.44022011       0.17092830      0.05507302       0.05792730       0.05792798       0.00000000
    -10.42521261       0.17153720      0.05497725       0.05827963       0.05828033       0.00000000
    -10.41020510       0.17200220      0.05488872       0.05855640       0.05855708       0.00000000
    -10.39519760       0.17236981      0.05481091       0.05877913       0.05877976       0.00000000
    -10.38019010       0.17267388      0.05474338       0.05896499       0.05896551       0.00000000
    -10.36518259       0.17293466      0.05468196       0.05912615       0.05912654       0.00000000
    -10.35017509       0.17316159      0.05462060       0.05927039       0.05927061       0.00000000
    -10.33516758       0.17335782      0.05455370       0.05940205       0.05940207       0.00000000
    -10.32016008       0.17352448      0.05447818       0.05952325       0.05952304       0.00000000
    -10.30515258       0.17366354      0.05439439       0.05963480       0.05963435       0.00000000
    -10.29014507       0.17377916      0.05430558       0.05973715       0.05973643       0.00000000
    -10.27513757       0.17387795      0.05421642       0.05983125       0.05983027       0.00000000
    -10.26013007       0.17396888      0.05413130       0.05991940       0.05991818       0.00000000
    -10.24512256       0.17406293      0.05405292       0.06000573       0.06000428       0.00000000
    -10.23011506       0.17417191      0.05398168       0.06009593       0.06009430       0.00000000
    -10.21510755       0.17430624      0.05391594       0.06019603       0.06019427       0.00000000
    -10.20010005       0.17447152      0.05385263       0.06031035       0.06030853       0.00000000
    -10.18509255       0.17466519      0.05378823       0.06043939       0.06043757       0.00000000
    -10.17008504       0.17487480      0.05371954       0.06057850       0.06057675       0.00000000
    -10.15507754       0.17507959      0.05364437       0.06071842       0.06071680       0.00000000
    -10.14007004       0.17525594      0.05356203       0.06084766       0.06084624       0.00000000
    -10.12506253       0.17538532      0.05347358       0.06095646       0.06095529       0.00000000
    -10.11005503       0.17546233      0.05338175       0.06104072       0.06103985       0.00000000
    -10.09504752       0.17549912      0.05329054       0.06110456       0.06110402       0.00000000
    -10.08004002       0.17552412      0.05320421       0.06116004       0.06115988       0.00000000
    -10.06503252       0.17557437      0.05312606       0.06122404       0.06122427       0.00000000
    -10.05002501       0.17568362      0.05305722       0.06131288       0.06131352       0.00000000
    -10.03501751       0.17587023      0.05299595       0.06143662       0.06143766       0.00000000
    -10.02001001       0.17612921      0.05293779       0.06159499       0.06159642       0.00000000
    -10.00500250       0.17643179      0.05287679       0.06177661       0.06177840       0.00000000
     -9.98999500       0.17673307      0.05280736       0.06196181       0.06196391       0.00000000
     -9.97498749       0.17698557      0.05272631       0.06212845       0.06213081       0.00000000
     -9.95997999       0.17715426      0.05263410       0.06225880       0.06226135       0.00000000
     -9.94497249       0.17722803      0.05253493       0.06234522       0.06234788       0.00000000
     -9.92996498       0.17722383      0.05243532       0.06239290       0.06239562       0.00000000
     -9.91495748       0.17718214      0.05234185       0.06241878       0.06242150       0.00000000
     -9.89994997       0.17715544      0.05225886       0.06244696       0.06244962       0.00000000
     -9.88494247       0.17719341      0.05218690       0.06250198       0.06250453       0.00000000
     -9.86993497       0.17732943      0.05212288       0.06260207       0.06260447       0.00000000
     -9.85492746       0.17757190      0.05206148       0.06275411       0.06275631       0.00000000
     -9.83991996       0.17790253      0.05199746       0.06295157       0.06295351       0.00000000
     -9.82491246       0.17828116      0.05192761       0.06317596       0.06317759       0.00000000
     -9.80990495       0.17865541      0.05185164       0.06340126       0.06340251       0.00000000
     -9.79489745       0.17897265      0.05177148       0.06360019       0.06360098       0.00000000
     -9.77988994       0.17919172      0.05168965       0.06375090       0.06375117       0.00000000
     -9.76488244       0.17929256      0.05160751       0.06384267       0.06384238       0.00000000
     -9.74987494       0.17928184      0.05152438       0.06387918       0.06387828       0.00000000
     -9.73486743       0.17919364      0.05143817       0.06387850       0.06387697       0.00000000
     -9.71985993       0.17908415      0.05134707       0.06386960       0.06386748       0.00000000
     -9.70485243       0.17902060      0.05125155       0.06388586       0.06388319       0.00000000
     -9.68984492       0.17906578      0.05115533       0.06395679       0.06395366       0.00000000
     -9.67483742       0.17926142      0.05106478       0.06410006       0.06409658       0.00000000
     -9.65982991       0.17961454      0.05098651       0.06431588       0.06431215       0.00000000
     -9.64482241       0.18009165      0.05092434       0.06458557       0.06458174       0.00000000
     -9.62981491       0.18062337      0.05087676       0.06487521       0.06487140       0.00000000
     -9.61480740       0.18111992      0.05083631       0.06514364       0.06513997       0.00000000
     -9.59979990       0.18149398      0.05079130       0.06535306       0.06534962       0.00000000
     -9.58479240       0.18168499      0.05072952       0.06547930       0.06547617       0.00000000
     -9.56978489       0.18167763      0.05064257       0.06551892       0.06551614       0.00000000
     -9.55477739       0.18150890      0.05052930       0.06549101       0.06548860       0.00000000
     -9.53976988       0.18126083      0.05039688       0.06543300       0.06543096       0.00000000
     -9.52476238       0.18104055      0.05025919       0.06539153       0.06538983       0.00000000
     -9.50975488       0.18095272      0.05013276       0.06541068       0.06540928       0.00000000
     -9.49474737       0.18107186      0.05003177       0.06552062       0.06551947       0.00000000
     -9.47973987       0.18142206      0.04996354       0.06572973       0.06572878       0.00000000
     -9.46473237       0.18196954      0.04992618       0.06602208       0.06602128       0.00000000
     -9.44972486       0.18263012      0.04990883       0.06636098       0.06636030       0.00000000
     -9.43471736       0.18328958      0.04989475       0.06669771       0.06669713       0.00000000
     -9.41970985       0.18383178      0.04986589       0.06698319       0.06698270       0.00000000
     -9.40470235       0.18416735      0.04980793       0.06717991       0.06717952       0.00000000
     -9.38969485       0.18425605      0.04971406       0.06727114       0.06727085       0.00000000
     -9.37468734       0.18411721      0.04958675       0.06726531       0.06726515       0.00000000
     -9.35967984       0.18382604      0.04943698       0.06719455       0.06719451       0.00000000
     -9.34467234       0.18349652      0.04928141       0.06710752       0.06710760       0.00000000
     -9.32966483       0.18325504      0.04913824       0.06705831       0.06705849       0.00000000
     -9.31465733       0.18321044      0.04902278       0.06709370       0.06709396       0.00000000
     -9.29964982       0.18342757      0.04894378       0.06724175       0.06724204       0.00000000
     -9.28464232       0.18391027      0.04890123       0.06750438       0.06750465       0.00000000
     -9.26963482       0.18459831      0.04888617       0.06785598       0.06785617       0.00000000
     -9.25462731       0.18537952      0.04888241       0.06824852       0.06824859       0.00000000
     -9.23961981       0.18611537      0.04887029       0.06862260       0.06862249       0.00000000
     -9.22461231       0.18667441      0.04883135       0.06892168       0.06892139       0.00000000
     -9.20960480       0.18696577      0.04875327       0.06910650       0.06910601       0.00000000
     -9.19459730       0.18696402      0.04863356       0.06916556       0.06916491       0.00000000
     -9.17958979       0.18671802      0.04848082       0.06911898       0.06911821       0.00000000
     -9.16458229       0.18634040      0.04831299       0.06901412       0.06901329       0.00000000
     -9.14957479       0.18597942      0.04815261       0.06891381       0.06891301       0.00000000
     -9.13456728       0.18578029      0.04802044       0.06888028       0.06887957       0.00000000
     -9.11955978       0.18584665      0.04792929       0.06895895       0.06895841       0.00000000
     -9.10455228       0.18621335      0.04788011       0.06916679       0.06916645       0.00000000
     -9.08954477       0.18683834      0.04786183       0.06948830       0.06948820       0.00000000
     -9.07453727       0.18761594      0.04785498       0.06988041       0.06988055       0.00000000
     -9.05952976       0.18840695      0.04783787       0.07028437       0.07028471       0.00000000
     -9.04452226       0.18907621      0.04779331       0.07064119       0.07064171       0.00000000
     -9.02951476       0.18952656      0.04771335       0.07090629       0.07090692       0.00000000
     -9.01450725       0.18971986      0.04760068       0.07105924       0.07105994       0.00000000
     -8.99949975       0.18968082      0.04746649       0.07110680       0.07110753       0.00000000
     -8.98449225       0.18948487      0.04732588       0.07107914       0.07107985       0.00000000
     -8.96948474       0.18923560      0.04719281       0.07102106       0.07102173       0.00000000
     -8.95447724       0.18903923      0.04707642       0.07098110       0.07098171       0.00000000
     -8.93946973       0.18898263      0.04697962       0.07100124       0.07100178       0.00000000
     -8.92446223       0.18911890      0.04690018       0.07110913       0.07110959       0.00000000
     -8.90945473       0.18946124      0.04683304       0.07131392       0.07131428       0.00000000
     -8.89444722       0.18998429      0.04677271       0.07160568       0.07160591       0.00000000
     -8.87943972       0.19063074      0.04671476       0.07195795       0.07195804       0.00000000
     -8.86443222       0.19132183      0.04665602       0.07233295       0.07233287       0.00000000
     -8.84942471       0.19197056      0.04659389       0.07268847       0.07268820       0.00000000
     -8.83441721       0.19249666      0.04652558       0.07298577       0.07298531       0.00000000
     -8.81940970       0.19284180      0.04644787       0.07319729       0.07319664       0.00000000
     -8.80440220       0.19298248      0.04635782       0.07331273       0.07331193       0.00000000
     -8.78939470       0.19293750      0.04625395       0.07334225       0.07334130       0.00000000
     -8.77438719       0.19276726      0.04613749       0.07331541       0.07331436       0.00000000
     -8.75937969       0.19256354      0.04601291       0.07327587       0.07327476       0.00000000
     -8.74437219       0.19243093      0.04588746       0.07327231       0.07327116       0.00000000
     -8.72936468       0.19246344      0.04576958       0.07334751       0.07334634       0.00000000
     -8.71435718       0.19272178      0.04566686       0.07352805       0.07352688       0.00000000
     -8.69934967       0.19321714      0.04558386       0.07381723       0.07381605       0.00000000
     -8.68434217       0.19390601      0.04552077       0.07419321       0.07419202       0.00000000
     -8.66933467       0.19469808      0.04547294       0.07461317       0.07461196       0.00000000
     -8.65432716       0.19547600      0.04543177       0.07502273       0.07502150       0.00000000
     -8.63931966       0.19612261      0.04538647       0.07536869       0.07536745       0.00000000
     -8.62431216       0.19654917      0.04532654       0.07561193       0.07561071       0.00000000
     -8.60930465       0.19671773      0.04524420       0.07573734       0.07573619       0.00000000
     -8.59429715       0.19665190      0.04513641       0.07575826       0.07575723       0.00000000
     -8.57928964       0.19643289      0.04500582       0.07571395       0.07571312       0.00000000
     -8.56428214       0.19618148      0.04486061       0.07566071       0.07566016       0.00000000
     -8.54927464       0.19602972      0.04471293       0.07565849       0.07565830       0.00000000
     -8.53426713       0.19608916      0.04457641       0.07575627       0.07575648       0.00000000
     -8.51925963       0.19642309      0.04446297       0.07597973       0.07598039       0.00000000
     -8.50425213       0.19702983      0.04437976       0.07632447       0.07632559       0.00000000
     -8.48924462       0.19784142      0.04432693       0.07675648       0.07675802       0.00000000
     -8.47423712       0.19873851      0.04429676       0.07721992       0.07722184       0.00000000
     -8.45922961       0.19957841      0.04427489       0.07765066       0.07765286       0.00000000
     -8.44422211       0.20022994      0.04424337       0.07799210       0.07799448       0.00000000
     -8.42921461       0.20060679      0.04418518       0.07820959       0.07821202       0.00000000
     -8.41420710       0.20069094      0.04408918       0.07829970       0.07830206       0.00000000
     -8.39919960       0.20053965      0.04395389       0.07829179       0.07829397       0.00000000
     -8.38419210       0.20027332      0.04378896       0.07824123       0.07824313       0.00000000
     -8.36918459       0.20004591      0.04361325       0.07821556       0.07821711       0.00000000
     -8.35417709       0.20000514      0.04344994       0.07827702       0.07827818       0.00000000
     -8.33916958       0.20025240      0.04331967       0.07846598       0.07846675       0.00000000
     -8.32416208       0.20081395      0.04323403       0.07878976       0.07879016       0.00000000
     -8.30915458       0.20163217      0.04319148       0.07922031       0.07922039       0.00000000
     -8.29414707       0.20258040      0.04317737       0.07970160       0.07970143       0.00000000
     -8.27913957       0.20349788      0.04316826       0.08016499       0.08016464       0.00000000
     -8.26413207       0.20423493      0.04313918       0.08054809       0.08054766       0.00000000
     -8.24912456       0.20469492      0.04307145       0.08081196       0.08081152       0.00000000
     -8.23411706       0.20486040      0.04295835       0.08095120       0.08095084       0.00000000
     -8.21910955       0.20479574      0.04280679       0.08099459       0.08099436       0.00000000
     -8.20410205       0.20462623      0.04263452       0.08099588       0.08099583       0.00000000
     -8.18909455       0.20450063      0.04246415       0.08101816       0.08101832       0.00000000
     -8.17408704       0.20454937      0.04231608       0.08111645       0.08111683       0.00000000
     -8.15907954       0.20485056      0.04220290       0.08132354       0.08132413       0.00000000
     -8.14407204       0.20541290      0.04212659       0.08164277       0.08164355       0.00000000
     -8.12906453       0.20617843      0.04207918       0.08204916       0.08205009       0.00000000
     -8.11405703       0.20704238      0.04204598       0.08249769       0.08249871       0.00000000
     -8.09904952       0.20788284      0.04200997       0.08293591       0.08293695       0.00000000
     -8.08404202       0.20859186      0.04195604       0.08331743       0.08331840       0.00000000
     -8.06903452       0.20910055      0.04187418       0.08361278       0.08361359       0.00000000
     -8.05402701       0.20939321      0.04176125       0.08381570       0.08381625       0.00000001
     -8.03901951       0.20950873      0.04162137       0.08394358       0.08394377       0.00000002
     -8.02401201       0.20952976      0.04146503       0.08403247       0.08403222       0.00000004
     -8.00900450       0.20956221      0.04130703       0.08412791       0.08412715       0.00000011
     -7.99399700       0.20970932      0.04116317       0.08427358       0.08427229       0.00000028
     -7.97898949       0.21004567      0.04104623       0.08450030       0.08449847       0.00000068
     -7.96398199       0.21059739      0.04096208       0.08481804       0.08481570       0.00000157
     -7.94897449       0.21133409      0.04090716       0.08521312       0.08521031       0.00000351
     -7.93396698       0.21217625      0.04086869       0.08565159       0.08564839       0.00000759
     -7.91895948       0.21301725      0.04082788       0.08608851       0.08608500       0.00001586
     -7.90395198       0.21375521      0.04076570       0.08648058       0.08647684       0.00003209
     -7.88894447       0.21432560      0.04066929       0.08679870       0.08679481       0.00006281
     -7.87393697       0.21472467      0.04053667       0.08703651       0.08703254       0.00011895
     -7.85892946       0.21501609      0.04037786       0.08721211       0.08720811       0.00021801
     -7.84392196       0.21531880      0.04021163       0.08736220       0.08735820       0.00038676
     -7.82891446       0.21578036      0.04005901       0.08753048       0.08752651       0.00066436
     -7.81390695       0.21654553      0.03993592       0.08775413       0.08775022       0.00110526
     -7.79889945       0.21773090      0.03984772       0.08805281       0.08804898       0.00178139
     -7.78389195       0.21941386      0.03978771       0.08842367       0.08841997       0.00278251
     -7.76888444       0.22163774      0.03974005       0.08884373       0.08884020       0.00421376
     -7.75387694       0.22442852      0.03968572       0.08927833       0.08927503       0.00618944
     -7.73886943       0.22781389      0.03960923       0.08969248       0.08968947       0.00882271
     -7.72386193       0.23183477      0.03950341       0.09006122       0.09005857       0.01221156
     -7.70885443       0.23654311      0.03937091       0.09037591       0.09037367       0.01642262
     -7.69384692       0.24198558      0.03922216       0.09064497       0.09064318       0.02147528
     -7.67883942       0.24817850      0.03907114       0.09088976       0.09088844       0.02732915
     -7.66383192       0.25508284      0.03893076       0.09113741       0.09113656       0.03387811
     -7.64882441       0.26258785      0.03880931       0.09141298       0.09141258       0.04095297
     -7.63381691       0.27050900      0.03870903       0.09173314       0.09173315       0.04833369
     -7.61880940       0.27860151      0.03862646       0.09210251       0.09210288       0.05576965
     -7.60380190       0.28658655      0.03855405       0.09251334       0.09251402       0.06300514
     -7.58879440       0.29418487      0.03848219       0.09294808       0.09294900       0.06980559
     -7.57378689       0.30115141      0.03840135       0.09338433       0.09338544       0.07598030
     -7.55877939       0.30730515      0.03830396       0.09380104       0.09380227       0.08139789
     -7.54377189       0.31254911      0.03818622       0.09418449       0.09418579       0.08599262
     -7.52876438       0.31687725      0.03804940       0.09453252       0.09453384       0.08976149
     -7.51375688       0.32036644      0.03790018       0.09485552       0.09485681       0.09275393
     -7.49874937       0.32315460      0.03774950       0.09517353       0.09517476       0.09505680
     -7.48374187       0.32540907      0.03760980       0.09551002       0.09551117       0.09677809
     -7.46873437       0.32729218      0.03749108       0.09588409       0.09588515       0.09803187
     -7.45372686       0.32893242      0.03739715       0.09630385       0.09630482       0.09892659
     -7.43871936       0.33040855      0.03732358       0.09676336       0.09676427       0.09955734
     -7.42371186       0.33175064      0.03725844       0.09724462       0.09724550       0.10000207
     -7.40870435       0.33295611      0.03718595       0.09772412       0.09772501       0.10032104
     -7.39369685       0.33401432      0.03709199       0.09818151       0.09818245       0.10055836
     -7.37868934       0.33492974      0.03696927       0.09860732       0.09860836       0.10074480
     -7.36368184       0.33573513      0.03682026       0.09900646       0.09900764       0.10090077
     -7.34867434       0.33648957      0.03665651       0.09939624       0.09939757       0.10103925
     -7.33366683       0.33726321      0.03649453       0.09979952       0.09980102       0.10116813
     -7.31865933       0.33811526      0.03634992       0.10023585       0.10023750       0.10129200
     -7.30365183       0.33907499      0.03623176       0.10071401       0.10071579       0.10141343
     -7.28864432       0.34013365      0.03613973       0.10122914       0.10123100       0.10153378
     -7.27363682       0.34125073      0.03606460       0.10176523       0.10176713       0.10165377
     -7.25862931       0.34237178      0.03599195       0.10230211       0.10230397       0.10177376
     -7.24362181       0.34345032      0.03590734       0.10282365       0.10282542       0.10189390
     -7.22861431       0.34446509      0.03580105       0.10332407       0.10332568       0.10201429
     -7.21360680       0.34542624      0.03567071       0.10380959       0.10381100       0.10213494
     -7.19859930       0.34636876      0.03552118       0.10429527       0.10429644       0.10225588
     -7.18359180       0.34733724      0.03536223       0.10479849       0.10479941       0.10237712
     -7.16858429       0.34836854      0.03520511       0.10533203       0.10533273       0.10249866
     -7.15357679       0.34947961      0.03505933       0.10589964       0.10590015       0.10262049
     -7.13856928       0.35066450      0.03493041       0.10649554       0.10649591       0.10274264
     -7.12356178       0.35190029      0.03481916       0.10710787       0.10710817       0.10286509
     -7.10855428       0.35315831      0.03472192       0.10772412       0.10772442       0.10298784
     -7.09354677       0.35441532      0.03463173       0.10833616       0.10833653       0.10311091
     -7.07853927       0.35566051      0.03453982       0.10894295       0.10894345       0.10323428
     -7.06353177       0.35689648      0.03443753       0.10955016       0.10955083       0.10335796
     -7.04852426       0.35813550      0.03431822       0.11016724       0.11016809       0.10348195
     -7.03351676       0.35939359      0.03417920       0.11080355       0.11080459       0.10360625
