# NDIV =     2000 dE=      0.01500750
#    energy (ev)           dos 
     -5.14257129       0.65271346
     -5.12756378       0.65094063
     -5.11255628       0.64905642
     -5.09754877       0.64712284
     -5.08254127       0.64521893
     -5.06753377       0.64342161
     -5.05252626       0.64178669
     -5.03751876       0.64033410
     -5.02251126       0.63904111
     -5.00750375       0.63784620
     -4.99249625       0.63666385
     -4.97748874       0.63540740
     -4.96248124       0.63401405
     -4.94747374       0.63246453
     -4.93246623       0.63079069
     -4.91745873       0.62906765
     -4.90245123       0.62739220
     -4.88744372       0.62585364
     -4.87243622       0.62450633
     -4.85742871       0.62335261
     -4.84242121       0.62234168
     -4.82741371       0.62138463
     -4.81240620       0.62038110
     -4.79739870       0.61924927
     -4.78239120       0.61795022
     -4.76738369       0.61649959
     -4.75237619       0.61496299
     -4.73736868       0.61343653
     -4.72236118       0.61201799
     -4.70735368       0.61077698
     -4.69234617       0.60973319
     -4.67733867       0.60884964
     -4.66233117       0.60804360
     -4.64732366       0.60721232
     -4.63231616       0.60626562
     -4.61730865       0.60515482
     -4.60230115       0.60388830
     -4.58729365       0.60252812
     -4.57228614       0.60116893
     -4.55727864       0.59990637
     -4.54227114       0.59880583
     -4.52726363       0.59788219
     -4.51225613       0.59709700
     -4.49724862       0.59637334
     -4.48224112       0.59562247
     -4.46723362       0.59477283
     -4.45222611       0.59379193
     -4.43721861       0.59269426
     -4.42221111       0.59153389
     -4.40720360       0.59038489
     -4.39219610       0.58931657
     -4.37718859       0.58837151
     -4.36218109       0.58755325
     -4.34717359       0.58682718
     -4.33216608       0.58613398
     -4.31715858       0.58541094
     -4.30215108       0.58461380
     -4.28714357       0.58373146
     -4.27213607       0.58278813
     -4.25712856       0.58183215
     -4.24212106       0.58091578
     -4.22711356       0.58007397
     -4.21210605       0.57931122
     -4.19709855       0.57860180
     -4.18209105       0.57790360
     -4.16708354       0.57717886
     -4.15207604       0.57641244
     -4.13706853       0.57561846
     -4.12206103       0.57483223
     -4.10705353       0.57409109
     -4.09204602       0.57341371
     -4.07703852       0.57278849
     -4.06203102       0.57217737
     -4.04702351       0.57153375
     -4.03201601       0.57082620
     -4.01700850       0.57005613
     -4.00200100       0.56926043
     -3.98699350       0.56849700
     -3.97198599       0.56781961
     -3.95697849       0.56725339
     -3.94197099       0.56678241
     -3.92696348       0.56635476
     -3.91195598       0.56590301
     -3.89694847       0.56537091
     -3.88194097       0.56473524
     -3.86693347       0.56401424
     -3.85192596       0.56326012
     -3.83691846       0.56253973
     -3.82191096       0.56191109
     -3.80690345       0.56140442
     -3.79189595       0.56101324
     -3.77688844       0.56069739
     -3.76188094       0.56039608
     -3.74687344       0.56004657
     -3.73186593       0.55960320
     -3.71685843       0.55905162
     -3.70185093       0.55841433
     -3.68684342       0.55774543
     -3.67183592       0.55711520
     -3.65682841       0.55658831
     -3.64182091       0.55620219
     -3.62681341       0.55595281
     -3.61180590       0.55579360
     -3.59679840       0.55564901
     -3.58179090       0.55543900
     -3.56678339       0.55510634
     -3.55177589       0.55463717
     -3.53676838       0.55406722
     -3.52176088       0.55347109
     -3.50675338       0.55293804
     -3.49174587       0.55254228
     -3.47673837       0.55231799
     -3.46173087       0.55224704
     -3.44672336       0.55226396
     -3.43171586       0.55227645
     -3.41670835       0.55219518
     -3.40170085       0.55196350
     -3.38669335       0.55157738
     -3.37168584       0.55108876
     -3.35667834       0.55059039
     -3.34167084       0.55018639
     -3.32666333       0.54995745
     -3.31165583       0.54993250
     -3.29664832       0.55007663
     -3.28164082       0.55030053
     -3.26663332       0.55048930
     -3.25162581       0.55054139
     -3.23661831       0.55040457
     -3.22161081       0.55009599
     -3.20660330       0.54969864
     -3.19159580       0.54933448
     -3.17658829       0.54912299
     -3.16158079       0.54913938
     -3.14657329       0.54938729
     -3.13156578       0.54979611
     -3.11655828       0.55024431
     -3.10155078       0.55060126
     -3.08654327       0.55077287
     -3.07153577       0.55073504
     -3.05652826       0.55054307
     -3.04152076       0.55031343
     -3.02651326       0.55018407
     -3.01150575       0.55026716
     -2.99649825       0.55061052
     -2.98149075       0.55118098
     -2.96648324       0.55187553
     -2.95147574       0.55255602
     -2.93646823       0.55309564
     -2.92146073       0.55342088
     -2.90645323       0.55353438
     -2.89144572       0.55351025
     -2.87643822       0.55346252
     -2.86143072       0.55349605
     -2.84642321       0.55365507
     -2.83141571       0.55388544
     -2.81640820       0.55402222
     -2.80140070       0.55380654
     -2.78639320       0.55292676
     -2.77138569       0.55107190
     -2.75637819       0.54798267
     -2.74137069       0.54348747
     -2.72636318       0.53751680
     -2.71135568       0.53009710
     -2.69634817       0.52133177
     -2.68134067       0.51137991
     -2.66633317       0.50044245
     -2.65132566       0.48875998
     -2.63631816       0.47662018
     -2.62131066       0.46436699
     -2.60630315       0.45240102
     -2.59129565       0.44116254
     -2.57628814       0.43109399
     -2.56128064       0.42258650
     -2.54627314       0.41592199
     -2.53126563       0.41122633
     -2.51625813       0.40844821
     -2.50125063       0.40737230
     -2.48624312       0.40766655
     -2.47123562       0.40895335
     -2.45622811       0.41088691
     -2.44122061       0.41321689
     -2.42621311       0.41582185
     -2.41120560       0.41870480
     -2.39619810       0.42195443
     -2.38119060       0.42568598
     -2.36618309       0.42998190
     -2.35117559       0.43485196
     -2.33616808       0.44022589
     -2.32116058       0.44598066
     -2.30615308       0.45199286
     -2.29114557       0.45819771
     -2.27613807       0.46463428
     -2.26113057       0.47146016
     -2.24612306       0.47892917
     -2.23111556       0.48733725
     -2.21610805       0.49695189
     -2.20110055       0.50794508
     -2.18609305       0.52034749
     -2.17108554       0.53403357
     -2.15607804       0.54873638
     -2.14107054       0.56408093
     -2.12606303       0.57962025
     -2.11105553       0.59486017
     -2.09604802       0.60926681
     -2.08104052       0.62226144
     -2.06603302       0.63321660
     -2.05102551       0.64147099
     -2.03601801       0.64637606
     -2.02101051       0.64737634
     -2.00600300       0.64411015
     -1.99099550       0.63650539
     -1.97598799       0.62483918
     -1.96098049       0.60973607
     -1.94597299       0.59209430
     -1.93096548       0.57295143
     -1.91595798       0.55332014
     -1.90095048       0.53403632
     -1.88594297       0.51565953
     -1.87093547       0.49845003
     -1.85592796       0.48242204
     -1.84092046       0.46744888
     -1.82591296       0.45338005
     -1.81090545       0.44012945
     -1.79589795       0.42770825
     -1.78089045       0.41619872
     -1.76588294       0.40568832
     -1.75087544       0.39619756
     -1.73586793       0.38763481
     -1.72086043       0.37979806
     -1.70585293       0.37242326
     -1.69084542       0.36525923
     -1.67583792       0.35813939
     -1.66083042       0.35102237
     -1.64582291       0.34398670
     -1.63081541       0.33718325
     -1.61580790       0.33076484
     -1.60080040       0.32482015
     -1.58579290       0.31933636
     -1.57078539       0.31420235
     -1.55577789       0.30924924
     -1.54077039       0.30431075
     -1.52576288       0.29928007
     -1.51075538       0.29414220
     -1.49574787       0.28897128
     -1.48074037       0.28389562
     -1.46573287       0.27904514
     -1.45072536       0.27450118
     -1.43571786       0.27026702
     -1.42071036       0.26626864
     -1.40570285       0.26238385
     -1.39069535       0.25848760
     -1.37568784       0.25449613
     -1.36068034       0.25039393
     -1.34567284       0.24623450
     -1.33066533       0.24211601
     -1.31565783       0.23814197
     -1.30065033       0.23438201
     -1.28564282       0.23084708
     -1.27063532       0.22748734
     -1.25562781       0.22421257
     -1.24062031       0.22092629
     -1.22561281       0.21756070
     -1.21060530       0.21409936
     -1.19559780       0.21058003
     -1.18059030       0.20707739
     -1.16558279       0.20367314
     -1.15057529       0.20042481
     -1.13556778       0.19734515
     -1.12056028       0.19439899
     -1.10555278       0.19151805
     -1.09054527       0.18862737
     -1.07553777       0.18567303
     -1.06053027       0.18264073
     -1.04552276       0.17955878
     -1.03051526       0.17648509
     -1.01550775       0.17348366
     -1.00050025       0.17059992
     -0.98549275       0.16784426
     -0.97048524       0.16518936
     -0.95547774       0.16258205
     -0.94047024       0.15996423
     -0.92546273       0.15729480
     -0.91045523       0.15456413
     -0.89544772       0.15179590
     -0.88044022       0.14903616
     -0.86543272       0.14633443
     -0.85042521       0.14372432
     -0.83541771       0.14121122
     -0.82041021       0.13877142
     -0.80540270       0.13636244
     -0.79039520       0.13394015
     -0.77538769       0.13147559
     -0.76038019       0.12896515
     -0.74537269       0.12643048
     -0.73036518       0.12390855
     -0.71535768       0.12143642
     -0.70035018       0.11903658
     -0.68534267       0.11670881
     -0.67033517       0.11443121
     -0.65532766       0.11216968
     -0.64032016       0.10989177
     -0.62531266       0.10757921
     -0.61030515       0.10523433
     -0.59529765       0.10287795
     -0.58029015       0.10053998
     -0.56528264       0.09824687
     -0.55027514       0.09601092
     -0.53526763       0.09382597
     -0.52026013       0.09167072
     -0.50525263       0.08951814
     -0.49024512       0.08734672
     -0.47523762       0.08514877
     -0.46023012       0.08293263
     -0.44522261       0.08071801
     -0.43021511       0.07852706
     -0.41520760       0.07637490
     -0.40020010       0.07426390
     -0.38519260       0.07218353
     -0.37018509       0.07011563
     -0.35517759       0.06804231
     -0.34017009       0.06595317
     -0.32516258       0.06384870
     -0.31015508       0.06173908
     -0.29514757       0.05963906
     -0.28014007       0.05756155
     -0.26513257       0.05551252
     -0.25012506       0.05348917
     -0.23511756       0.05148177
     -0.22011006       0.04947804
     -0.20510255       0.04746810
     -0.19009505       0.04544809
     -0.17508754       0.04342108
     -0.16008004       0.04139524
     -0.14507254       0.03938022
     -0.13006503       0.03738325
     -0.11505753       0.03540652
     -0.10005003       0.03344675
     -0.08504252       0.03149704
     -0.07003502       0.02955018
     -0.05502751       0.02760227
     -0.04002001       0.02565526
     -0.02501251       0.02371774
     -0.01000500       0.02180389
      0.00500250       0.01993130
      0.02001001       0.01811867
      0.03501751       0.01638454
      0.05002501       0.01474739
      0.06503252       0.01322721
      0.08004002       0.01184733
      0.09504752       0.01063563
      0.11005503       0.00962400
      0.12506253       0.00884569
      0.14007004       0.00833089
      0.15507754       0.00810178
      0.17008504       0.00816836
      0.18509255       0.00852646
      0.20010005       0.00915849
      0.21510755       0.01003675
      0.23011506       0.01112818
      0.24512256       0.01239934
      0.26013007       0.01381997
      0.27513757       0.01536453
      0.29014507       0.01701174
      0.30515258       0.01874268
      0.32016008       0.02053889
      0.33516758       0.02238138
      0.35017509       0.02425122
      0.36518259       0.02613154
      0.38019010       0.02801007
      0.39519760       0.02988114
      0.41020510       0.03174602
      0.42521261       0.03361128
      0.44022011       0.03548552
      0.45522761       0.03737538
      0.47023512       0.03928241
      0.48524262       0.04120188
      0.50025013       0.04312405
      0.51525763       0.04503770
      0.53026513       0.04693453
      0.54527264       0.04881289
      0.56028014       0.05067920
      0.57528764       0.05254624
      0.59029515       0.05442863
      0.60530265       0.05633706
      0.62031016       0.05827345
      0.63531766       0.06022923
      0.65032516       0.06218777
      0.66533267       0.06413057
      0.68034017       0.06604495
      0.69534767       0.06793012
      0.71035518       0.06979891
      0.72536268       0.07167388
      0.74037019       0.07357883
      0.75537769       0.07552894
      0.77038519       0.07752360
      0.78539270       0.07954525
      0.80040020       0.08156536
      0.81540770       0.08355548
      0.83041521       0.08549922
      0.84542271       0.08740004
      0.86043022       0.08928143
      0.87543772       0.09117874
      0.89044522       0.09312572
      0.90545273       0.09514089
      0.92046023       0.09721925
      0.93546773       0.09933298
      0.95047524       0.10144126
      0.96548274       0.10350558
      0.98049025       0.10550501
      0.99549775       0.10744529
      1.01050525       0.10935814
      1.02551276       0.11129069
      1.04052026       0.11328852
      1.05552776       0.11537852
      1.07053527       0.11755784
      1.08554277       0.11979344
      1.10055028       0.12203272
      1.11555778       0.12422211
      1.13056528       0.12632698
      1.14557279       0.12834571
      1.16058029       0.13031239
      1.17558779       0.13228649
      1.19059530       0.13433263
      1.20560280       0.13649733
      1.22061031       0.13879107
      1.23561781       0.14118254
      1.25062531       0.14360788
      1.26563282       0.14599210
      1.28064032       0.14827575
      1.29564782       0.15043719
      1.31065533       0.15250257
      1.32566283       0.15453912
      1.34067034       0.15663364
      1.35567784       0.15886298
      1.37068534       0.16126668
      1.38569285       0.16383138
      1.40070035       0.16649292
      1.41570785       0.16915635
      1.43071536       0.17172749
      1.44572286       0.17414587
      1.46073037       0.17640758
      1.47573787       0.17856979
      1.49074537       0.18073449
      1.50575288       0.18301617
      1.52076038       0.18550353
      1.53576788       0.18822828
      1.55077539       0.19115173
      1.56578289       0.19417455
      1.58079040       0.19716763
      1.59579790       0.20001431
      1.61080540       0.20265060
      1.62581291       0.20508971
      1.64082041       0.20742193
      1.65582791       0.20978898
      1.67083542       0.21233986
      1.68584292       0.21518227
      1.70085043       0.21834523
      1.71585793       0.22176584
      1.73086543       0.22530577
      1.74587294       0.22879329
      1.76088044       0.23207860
      1.77588794       0.23508467
      1.79089545       0.23783709
      1.80590295       0.24046192
      1.82091046       0.24315071
      1.83591796       0.24610249
      1.85092546       0.24946014
      1.86593297       0.25326176
      1.88094047       0.25742337
      1.89594797       0.26176035
      1.91095548       0.26604275
      1.92596298       0.27006855
      1.94097049       0.27373204
      1.95597799       0.27706518
      1.97098549       0.28023680
      1.98599300       0.28350760
      2.00100050       0.28715287
      2.01600800       0.29137608
      2.03101551       0.29624072
      2.04602301       0.30164391
      2.06103052       0.30734279
      2.07603802       0.31302864
      2.09104552       0.31842737
      2.10605303       0.32339536
      2.12106053       0.32797881
      2.13606803       0.33241496
      2.15107554       0.33707127
      2.16608304       0.34233922
      2.18109055       0.34851578
      2.19609805       0.35571168
      2.21110555       0.36381947
      2.22611306       0.37255563
      2.24112056       0.38156691
      2.25612806       0.39056795
      2.27113557       0.39946490
      2.28614307       0.40842113
      2.30115058       0.41783893
      2.31615808       0.42825721
      2.33116558       0.44019352
      2.34617309       0.45397673
      2.36118059       0.46962093
      2.37618809       0.48677736
      2.39119560       0.50477719
      2.40620310       0.52274994
      2.42121061       0.53978202
      2.43621811       0.55507142
      2.45122561       0.56804158
      2.46623312       0.57839445
      2.48124062       0.58610336
      2.49624812       0.59136328
      2.51125563       0.59452402
      2.52626313       0.59602983
      2.54127064       0.59637936
      2.55627814       0.59610718
      2.57128564       0.59577747
      2.58629315       0.59597514
      2.60130065       0.59728094
      2.61630815       0.60022403
      2.63131566       0.60521538
      2.64632316       0.61247485
      2.66133067       0.62197026
      2.67633817       0.63338764
      2.69134567       0.64614629
      2.70635318       0.65946241
      2.72136068       0.67245394
      2.73636818       0.68426866
      2.75137569       0.69421124
      2.76638319       0.70184392
      2.78139070       0.70704063
      2.79639820       0.70998366
      2.81140570       0.71110432
      2.82641321       0.71098118
      2.84142071       0.71021791
      2.85642821       0.70932739
      2.87143572       0.70864613
      2.88644322       0.70829592
      2.90145073       0.70819821
      2.91645823       0.70813416
      2.93146573       0.70783320
      2.94647324       0.70706645
      2.96148074       0.70572148
      2.97648824       0.70384004
      2.99149575       0.70161094
      3.00650325       0.69932158
      3.02151076       0.69728241
      3.03651826       0.69574521
      3.05152576       0.69483721
      3.06653327       0.69452837
      3.08154077       0.69464014
      3.09654827       0.69489302
      3.11155578       0.69498012
      3.12656328       0.69464723
      3.14157079       0.69375849
      3.15657829       0.69233063
      3.17158579       0.69052729
      3.18659330       0.68861523
      3.20160080       0.68689412
      3.21660830       0.68561838
      3.23161581       0.68493150
      3.24662331       0.68482941
      3.26163082       0.68516242
      3.27663832       0.68567456
      3.29164582       0.68607014
      3.30665333       0.68609009
      3.32166083       0.68557831
      3.33666833       0.68452121
      3.35167584       0.68305033
      3.36668334       0.68140775
      3.38169085       0.67988338
      3.39669835       0.67874052
      3.41170585       0.67814870
      3.42671336       0.67814093
      3.44172086       0.67860592
      3.45672836       0.67931701
      3.47173587       0.67999018
      3.48674337       0.68035648
      3.50175088       0.68023023
      3.51675838       0.67955603
      3.53176588       0.67842236
      3.54677339       0.67703851
      3.56178089       0.67568082
      3.57678839       0.67462211
      3.59179590       0.67406254
      3.60680340       0.67407954
      3.62181091       0.67460915
      3.63681841       0.67546319
      3.65182591       0.67637717
      3.66683342       0.67707674
      3.68184092       0.67734598
      3.69684842       0.67708096
      3.71185593       0.67631542
      3.72686343       0.67521250
      3.74187094       0.67402413
      3.75687844       0.67302807
      3.77188594       0.67245789
      3.78689345       0.67244366
      3.80190095       0.67297877
      3.81690845       0.67392160
      3.83191596       0.67503203
      3.84692346       0.67603297
      3.86193097       0.67668086
      3.87693847       0.67682664
      3.89194597       0.67645161
      3.90695348       0.67566999
      3.92196098       0.67469850
      3.93696848       0.67380177
      3.95197599       0.67322743
      3.96698349       0.67314662
      3.98199100       0.67361341
      3.99699850       0.67455225
      4.01200600       0.67577592
      4.02701351       0.67703017
      4.04202101       0.67805504
      4.05702851       0.67864875
      4.07203602       0.67871864
      4.08704352       0.67830597
      4.10205103       0.67757737
      4.11705853       0.67678396
      4.13206603       0.67619810
      4.14707354       0.67604383
      4.16208104       0.67643946
      4.17708854       0.67736751
      4.19209605       0.67867988
      4.20710355       0.68013651
      4.22211106       0.68146715
      4.23711856       0.68243979
      4.25212606       0.68291827
      4.26713357       0.68289470
      4.28214107       0.68248923
      4.29714857       0.68191804
      4.31215608       0.68143826
      4.32716358       0.68128408
      4.34217109       0.68161005
      4.35717859       0.68245516
      4.37218609       0.68373593
      4.38719360       0.68526928
      4.40220110       0.68681847
      4.41720860       0.68815046
      4.43221611       0.68909068
      4.44722361       0.68956266
      4.46223112       0.68960420
      4.47723862       0.68935729
      4.49224612       0.68903510
      4.50725363       0.68887334
      4.52226113       0.68907672
      4.53726863       0.68977161
      4.55227614       0.69097491
      4.56728364       0.69258677
      4.58229115       0.69441021
      4.59729865       0.69619579
      4.61230615       0.69770313
      4.62731366       0.69876609
      4.64232116       0.69934506
      4.65732866       0.69955099
      4.67233617       0.69963106
      4.68734367       0.69991617
      4.70235118       0.70074187
      4.71735868       0.70236371
      4.73236618       0.70489213
      4.74737369       0.70826707
      4.76238119       0.71228085
      4.77738869       0.71664213
      4.79239620       0.72105986
      4.80740370       0.72531946
      4.82241121       0.72932713
      4.83741871       0.73311028
      4.85242621       0.73677839
      4.86743372       0.74046244
      4.88244122       0.74425673
      4.89744872       0.74818268
      4.91245623       0.75218351
      4.92746373       0.75614515
      4.94247124       0.75993029
      4.95747874       0.76341080
      4.97248624       0.76648896
      4.98749375       0.76910635
      5.00250125       0.77124554
      5.01750875       0.77293138
      5.03251626       0.77423485
      5.04752376       0.77527645
      5.06253127       0.77622197
      5.07753877       0.77726370
      5.09254627       0.77858565
      5.10755378       0.78031925
      5.12256128       0.78250303
      5.13756878       0.78506133
      5.15257629       0.78781368
      5.16758379       0.79051659
      5.18259130       0.79292889
      5.19759880       0.79488270
      5.21260630       0.79633841
      5.22761381       0.79740550
      5.24262131       0.79832026
      5.25762881       0.79938457
      5.27263632       0.80088191
      5.28764382       0.80299491
      5.30265133       0.80574918
      5.31765883       0.80900149
      5.33266633       0.81247701
      5.34767384       0.81584618
      5.36268134       0.81881897
      5.37768884       0.82122905
      5.39269635       0.82308299
      5.40770385       0.82455964
      5.42271136       0.82595994
      5.43771886       0.82762167
      5.45272636       0.82982420
      5.46773387       0.83271080
      5.48274137       0.83625086
      5.49774887       0.84025219
      5.51275638       0.84441893
      5.52776388       0.84843731
      5.54277139       0.85206392
      5.55777889       0.85519137
      5.57278639       0.85787370
      5.58779390       0.86030638
      5.60280140       0.86276890
      5.61780890       0.86554786
      5.63281641       0.86886288
      5.64782391       0.87281460
      5.66283142       0.87736720
      5.67783892       0.88236696
      5.69284642       0.88758951
      5.70785393       0.89280151
      5.72286143       0.89782033
      5.73786893       0.90255734
      5.75287644       0.90703607
      5.76788394       0.91138293
      5.78289145       0.91579557
      5.79789895       0.92049809
      5.81290645       0.92569463
      5.82791396       0.93153166
      5.84292146       0.93807607
      5.85792896       0.94531207
      5.87293647       0.95315587
      5.88794397       0.96148434
      5.90295148       0.97017213
      5.91795898       0.97913094
      5.93296648       0.98834463
      5.94797399       0.99789386
      5.96298149       1.00796462
      5.97798899       1.01883664
      5.99299650       1.03085006
      6.00800400       1.04435228
      6.02301151       1.05963078
      6.03801901       1.07684146
      6.05302651       1.09594387
      6.06803402       1.11665550
      6.08304152       1.13843515
      6.09804902       1.16050163
      6.11305653       1.18188878
      6.12806403       1.20153134
      6.14307154       1.21837100
      6.15807904       1.23146713
      6.17308654       1.24009554
      6.18809405       1.24381985
      6.20310155       1.24252513
      6.21810905       1.23641023
      6.23311656       1.22594331
      6.24812406       1.21179152
      6.26313157       1.19473920
      6.27813907       1.17560906
      6.29314657       1.15519701
      6.30815408       1.13422590
      6.32316158       1.11331790
      6.33816908       1.09298129
      6.35317659       1.07360647
      6.36818409       1.05546704
      6.38319160       1.03872454
      6.39819910       1.02343757
      6.41320660       1.00957712
      6.42821411       0.99704862
      6.44322161       0.98571894
      6.45822911       0.97544399
      6.47323662       0.96609096
      6.48824412       0.95754989
      6.50325163       0.94973209
      6.51825913       0.94255696
      6.53326663       0.93593297
      6.54827414       0.92974122
      6.56328164       0.92383025
      6.57828914       0.91802746
      6.59329665       0.91216750
      6.60830415       0.90613100
      6.62331166       0.89988236
      6.63831916       0.89349275
      6.65332666       0.88713741
      6.66833417       0.88106302
      6.68334167       0.87553039
      6.69834917       0.87074622
      6.71335668       0.86680285
      6.72836418       0.86364374
      6.74337169       0.86106571
      6.75837919       0.85875899
      6.77338669       0.85637468
      6.78839420       0.85360254
      6.80340170       0.85023913
      6.81840920       0.84622989
      6.83341671       0.84167620
      6.84842421       0.83680747
      6.86343172       0.83192650
      6.87843922       0.82734213
      6.89344672       0.82330499
      6.90845423       0.81996051
      6.92346173       0.81732843
      6.93846923       0.81531121
      6.95347674       0.81372653
      6.96848424       0.81235327
      6.98349175       0.81097782
      6.99849925       0.80942895
      7.01350675       0.80759475
      7.02851426       0.80542184
      7.04352176       0.80290349
      7.05852926       0.80006564
      7.07353677       0.79695910
      7.08854427       0.79366037
      7.10355178       0.79027783
      7.11855928       0.78695535
      7.13356678       0.78386470
      7.14857429       0.78118238
      7.16358179       0.77905322
      7.17858929       0.77755019
      7.19359680       0.77664370
      7.20860430       0.77619273
      7.22361181       0.77596395
      7.23861931       0.77567626
      7.25362681       0.77505979
      7.26863432       0.77391348
      7.28364182       0.77214574
      7.29864932       0.76978841
      7.31365683       0.76698214
      7.32866433       0.76394006
      7.34367184       0.76090146
      7.35867934       0.75808818
      7.37368684       0.75567322
      7.38869435       0.75376517
      7.40370185       0.75240649
      7.41870935       0.75158004
      7.43371686       0.75121758
      7.44872436       0.75120661
      7.46373187       0.75139543
      7.47873937       0.75159990
      7.49374687       0.75161685
      7.50875438       0.75124757
      7.52376188       0.75033078
      7.53876938       0.74877960
      7.55377689       0.74661238
      7.56878439       0.74396618
      7.58379190       0.74108454
      7.59879940       0.73827756
      7.61380690       0.73586116
      7.62881441       0.73408976
      7.64382191       0.73310008
      7.65882941       0.73288189
      7.67383692       0.73328395
      7.68884442       0.73405307
      7.70385193       0.73489452
      7.71885943       0.73553607
      7.73386693       0.73577827
      7.74887444       0.73551920
      7.76388194       0.73475123
      7.77888944       0.73353643
      7.79389695       0.73197360
      7.80890445       0.73017064
      7.82391196       0.72823161
      7.83891946       0.72626001
      7.85392696       0.72437179
      7.86893447       0.72270610
      7.88394197       0.72142208
      7.89894947       0.72067541
      7.91395698       0.72057748
      7.92896448       0.72114959
      7.94397199       0.72228933
      7.95897949       0.72376555
      7.97398699       0.72524981
      7.98899450       0.72638061
      8.00400200       0.72684450
      8.01900950       0.72645175
      8.03401701       0.72518467
      8.04902451       0.72320460
      8.06403202       0.72081601
      8.07903952       0.71839826
      8.09404702       0.71632379
      8.10905453       0.71488373
      8.12406203       0.71423752
      8.13906953       0.71439545
      8.15407704       0.71523368
      8.16908454       0.71653396
      8.18409205       0.71803581
      8.19909955       0.71948804
      8.21410705       0.72068879
      8.22911456       0.72150751
      8.24412206       0.72188761
      8.25912956       0.72183381
      8.27413707       0.72139145
      8.28914457       0.72062679
      8.30415208       0.71961539
      8.31915958       0.71844146
      8.33416708       0.71720591
      8.34917459       0.71603594
      8.36418209       0.71508721
      8.37918959       0.71453142
      8.39419710       0.71452776
      8.40920460       0.71518317
      8.42421211       0.71651280
      8.43921961       0.71841402
      8.45422711       0.72066559
      8.46923462       0.72295655
      8.48424212       0.72494136
      8.49924962       0.72630946
      8.51425713       0.72685283
      8.52926463       0.72651518
      8.54427214       0.72541022
      8.55927964       0.72380439
      8.57428714       0.72206745
      8.58929465       0.72060141
      8.60430215       0.71976318
      8.61930965       0.71979687
      8.63431716       0.72078968
      8.64932466       0.72265986
      8.66433217       0.72517840
      8.67933967       0.72801914
      8.69434717       0.73082569
      8.70935468       0.73328049
      8.72436218       0.73516083
      8.73936968       0.73637081
      8.75437719       0.73694383
      8.76938469       0.73701824
      8.78439220       0.73679520
      8.79939970       0.73649157
      8.81440720       0.73630063
      8.82941471       0.73636937
      8.84442221       0.73679451
      8.85942971       0.73763266
      8.87443722       0.73891551
      8.88944472       0.74066012
      8.90445223       0.74286797
      8.91945973       0.74551235
      8.93446723       0.74852011
      8.94947474       0.75175778
      8.96448224       0.75503241
      8.97948974       0.75811282
      8.99449725       0.76077071
      9.00950475       0.76283311
      9.02451226       0.76423268
      9.03951976       0.76504089
      9.05452726       0.76547219
      9.06953477       0.76585438
      9.08454227       0.76656916
      9.09954977       0.76797533
      9.11455728       0.77033254
      9.12956478       0.77374400
      9.14457229       0.77813259
      9.15957979       0.78325608
      9.17458729       0.78875743
      9.18959480       0.79423702
      9.20460230       0.79932865
      9.21960980       0.80376098
      9.23461731       0.80739127
      9.24962481       0.81020678
      9.26463232       0.81229815
      9.27963982       0.81381673
      9.29464732       0.81493064
      9.30965483       0.81579291
      9.32466233       0.81652937
      9.33966983       0.81724628
      9.35467734       0.81805081
      9.36968484       0.81907308
      9.38469235       0.82047835
      9.39969985       0.82246124
      9.41470735       0.82522013
      9.42971486       0.82891587
      9.44472236       0.83362448
      9.45972986       0.83929533
      9.47473737       0.84572619
      9.48974487       0.85256267
      9.50475238       0.85932451
      9.51975988       0.86545532
      9.53476738       0.87038703
      9.54977489       0.87360712
      9.56478239       0.87471602
      9.57978989       0.87346475
      9.59479740       0.86976763
      9.60980490       0.86369122
      9.62481241       0.85542562
      9.63981991       0.84524792
      9.65482741       0.83348713
      9.66983492       0.82049742
      9.68484242       0.80664181
      9.69984992       0.79228456
      9.71485743       0.77778714
      9.72986493       0.76350311
      9.74487244       0.74976796
      9.75987994       0.73688355
      9.77488744       0.72509868
      9.78989495       0.71458958
      9.80490245       0.70544386
      9.81990995       0.69765162
      9.83491746       0.69110567
      9.84992496       0.68561230
      9.86493247       0.68091265
      9.87993997       0.67671365
      9.89494747       0.67272618
      9.90995498       0.66870636
      9.92496248       0.66449442
      9.93996998       0.66004456
      9.95497749       0.65543951
      9.96998499       0.65088501
      9.98499250       0.64668199
     10.00000000       0.64317787
