# ATOM = 1 (spec = C )
# NDIV =     2000 dE=      0.01500750
#    energy (ev)        dos_total           orb-1            orb-2            orb-3            orb-4
    -13.00650325       0.12278060      0.05472650       0.03402705       0.03402705       0.00000000
    -12.99149575       0.12823221      0.05631333       0.03595944       0.03595944       0.00000000
    -12.97648824       0.13330026      0.05779376       0.03775325       0.03775325       0.00000000
    -12.96148074       0.13790998      0.05914377       0.03938311       0.03938311       0.00000000
    -12.94647324       0.14201385      0.06034755       0.04083315       0.04083315       0.00000000
    -12.93146573       0.14559027      0.06139679       0.04209674       0.04209674       0.00000000
    -12.91645823       0.14864077      0.06228969       0.04317554       0.04317554       0.00000000
    -12.90145073       0.15118650      0.06303016       0.04407817       0.04407817       0.00000000
    -12.88644322       0.15326415      0.06362683       0.04481866       0.04481866       0.00000000
    -12.87143572       0.15492188      0.06409233       0.04541477       0.04541477       0.00000000
    -12.85642821       0.15621517      0.06444228       0.04588645       0.04588645       0.00000000
    -12.84142071       0.15720284      0.06469423       0.04625430       0.04625430       0.00000000
    -12.82641321       0.15794324      0.06486650       0.04653837       0.04653837       0.00000000
    -12.81140570       0.15849102      0.06497685       0.04675708       0.04675708       0.00000000
    -12.79639820       0.15889446      0.06504134       0.04692656       0.04692656       0.00000000
    -12.78139070       0.15919375      0.06507339       0.04706018       0.04706018       0.00000000
    -12.76638319       0.15942032      0.06508336       0.04716848       0.04716848       0.00000000
    -12.75137569       0.15959715      0.06507848       0.04725934       0.04725934       0.00000000
    -12.73636818       0.15973993      0.06506329       0.04733832       0.04733832       0.00000000
    -12.72136068       0.15985876      0.06504031       0.04740922       0.04740922       0.00000000
    -12.70635318       0.15995996      0.06501090       0.04747453       0.04747453       0.00000000
    -12.69134567       0.16004781      0.06497593       0.04753594       0.04753594       0.00000000
    -12.67633817       0.16012571      0.06493631       0.04759470       0.04759470       0.00000000
    -12.66133067       0.16019693      0.06489329       0.04765182       0.04765182       0.00000000
    -12.64632316       0.16026486      0.06484841       0.04770823       0.04770823       0.00000000
    -12.63131566       0.16033291      0.06480339       0.04776476       0.04776476       0.00000000
    -12.61630815       0.16040435      0.06475999       0.04782218       0.04782218       0.00000000
    -12.60130065       0.16048227      0.06471989       0.04788119       0.04788119       0.00000000
    -12.58629315       0.16056964      0.06468474       0.04794245       0.04794245       0.00000000
    -12.57128564       0.16066981      0.06465639       0.04800671       0.04800671       0.00000000
    -12.55627814       0.16078698      0.06463718       0.04807490       0.04807490       0.00000000
    -12.54127064       0.16092696      0.06463037       0.04814830       0.04814830       0.00000000
    -12.52626313       0.16109775      0.06464041       0.04822867       0.04822867       0.00000000
    -12.51125563       0.16131005      0.06467332       0.04831836       0.04831836       0.00000000
    -12.49624812       0.16157760      0.06473679       0.04842040       0.04842040       0.00000000
    -12.48124062       0.16191731      0.06484026       0.04853852       0.04853852       0.00000000
    -12.46623312       0.16234914      0.06499486       0.04867714       0.04867714       0.00000000
    -12.45122561       0.16289587      0.06521322       0.04884133       0.04884133       0.00000000
    -12.43621811       0.16358269      0.06550927       0.04903671       0.04903671       0.00000000
    -12.42121061       0.16443647      0.06589781       0.04926933       0.04926933       0.00000000
    -12.40620310       0.16548492      0.06639407       0.04954543       0.04954543       0.00000000
    -12.39119560       0.16675535      0.06701300       0.04987117       0.04987117       0.00000000
    -12.37618809       0.16827306      0.06776849       0.05025229       0.05025229       0.00000000
    -12.36118059       0.17005944      0.06867232       0.05069356       0.05069356       0.00000000
    -12.34617309       0.17212970      0.06973304       0.05119833       0.05119833       0.00000000
    -12.33116558       0.17449038      0.07095465       0.05176786       0.05176786       0.00000000
    -12.31615808       0.17713682      0.07233539       0.05240072       0.05240072       0.00000000
    -12.30115058       0.18005091      0.07386654       0.05309219       0.05309219       0.00000000
    -12.28614307       0.18319921      0.07553152       0.05383385       0.05383385       0.00000000
    -12.27113557       0.18653197      0.07730540       0.05461329       0.05461329       0.00000000
    -12.25612806       0.18998329      0.07915499       0.05541415       0.05541415       0.00000000
    -12.24112056       0.19347253      0.08103954       0.05621649       0.05621649       0.00000000
    -12.22611306       0.19690735      0.08291223       0.05699756       0.05699756       0.00000000
    -12.21110555       0.20018803      0.08472235       0.05773284       0.05773284       0.00000000
    -12.19609805       0.20321308      0.08641804       0.05839752       0.05839752       0.00000000
    -12.18109055       0.20588563      0.08794948       0.05896807       0.05896807       0.00000000
    -12.16608304       0.20811990      0.08927215       0.05942387       0.05942387       0.00000000
    -12.15107554       0.20984734      0.09034984       0.05974875       0.05974875       0.00000000
    -12.13606803       0.21102149      0.09115714       0.05993218       0.05993218       0.00000000
    -12.12106053       0.21162116      0.09168108       0.05997004       0.05997004       0.00000000
    -12.10605303       0.21165142      0.09192170       0.05986486       0.05986486       0.00000000
    -12.09104552       0.21114248      0.09189156       0.05962546       0.05962546       0.00000000
    -12.07603802       0.21014635      0.09161420       0.05926608       0.05926608       0.00000000
    -12.06103052       0.20873196      0.09112177       0.05880510       0.05880510       0.00000000
    -12.04602301       0.20697919      0.09045220       0.05826350       0.05826350       0.00000000
    -12.03101551       0.20497258      0.08964605       0.05766326       0.05766326       0.00000000
    -12.01600800       0.20279542      0.08874367       0.05702587       0.05702587       0.00000000
    -12.00100050       0.20052475      0.08778269       0.05637103       0.05637103       0.00000000
    -11.98599300       0.19822762      0.08679615       0.05571573       0.05571573       0.00000000
    -11.97098549       0.19595885      0.08581133       0.05507376       0.05507376       0.00000000
    -11.95597799       0.19376018      0.08484929       0.05445544       0.05445544       0.00000000
    -11.94097049       0.19166061      0.08392497       0.05386782       0.05386782       0.00000000
    -11.92596298       0.18967771      0.08304778       0.05331496       0.05331496       0.00000000
    -11.91095548       0.18781947      0.08222247       0.05279850       0.05279850       0.00000000
    -11.89594797       0.18608642      0.08145011       0.05231816       0.05231816       0.00000000
    -11.88094047       0.18447374      0.08072911       0.05187231       0.05187231       0.00000000
    -11.86593297       0.18297316      0.08005614       0.05145851       0.05145851       0.00000000
    -11.85092546       0.18157459      0.07942692       0.05107384       0.05107384       0.00000000
    -11.83591796       0.18026729      0.07883676       0.05071526       0.05071526       0.00000000
    -11.82091046       0.17904070      0.07828103       0.05037984       0.05037984       0.00000000
    -11.80590295       0.17788504      0.07775538       0.05006483       0.05006483       0.00000000
    -11.79089545       0.17679149      0.07725590       0.04976779       0.04976779       0.00000000
    -11.77588794       0.17575234      0.07677918       0.04948658       0.04948658       0.00000000
    -11.76088044       0.17476098      0.07632229       0.04921934       0.04921934       0.00000000
    -11.74587294       0.17381177      0.07588275       0.04896451       0.04896451       0.00000000
    -11.73086543       0.17290000      0.07545849       0.04872075       0.04872075       0.00000000
    -11.71585793       0.17202170      0.07504779       0.04848695       0.04848695       0.00000000
    -11.70085043       0.17117354      0.07464921       0.04826216       0.04826216       0.00000000
    -11.68584292       0.17035271      0.07426155       0.04804558       0.04804558       0.00000000
    -11.67083542       0.16955682      0.07388380       0.04783651       0.04783651       0.00000000
    -11.65582791       0.16878379      0.07351508       0.04763435       0.04763435       0.00000000
    -11.64082041       0.16803179      0.07315465       0.04743857       0.04743857       0.00000000
    -11.62581291       0.16729921      0.07280185       0.04724868       0.04724868       0.00000000
    -11.61080540       0.16658465      0.07245608       0.04706429       0.04706429       0.00000000
    -11.59579790       0.16588685      0.07211685       0.04688500       0.04688500       0.00000000
    -11.58079040       0.16520474      0.07178372       0.04671051       0.04671051       0.00000000
    -11.56578289       0.16453736      0.07145631       0.04654053       0.04654053       0.00000000
    -11.55077539       0.16388386      0.07113429       0.04637479       0.04637479       0.00000000
    -11.53576788       0.16324347      0.07081736       0.04621305       0.04621305       0.00000000
    -11.52076038       0.16261545      0.07050523       0.04605511       0.04605511       0.00000000
    -11.50575288       0.16199912      0.07019765       0.04590073       0.04590073       0.00000000
    -11.49074537       0.16139384      0.06989436       0.04574974       0.04574974       0.00000000
    -11.47573787       0.16079903      0.06959515       0.04560194       0.04560194       0.00000000
    -11.46073037       0.16021417      0.06929980       0.04545718       0.04545718       0.00000000
    -11.44572286       0.15963880      0.06900814       0.04531533       0.04531533       0.00000000
    -11.43071536       0.15907252      0.06872003       0.04517625       0.04517625       0.00000000
    -11.41570785       0.15851495      0.06843532       0.04503982       0.04503982       0.00000000
    -11.40070035       0.15796574      0.06815389       0.04490592       0.04490592       0.00000000
    -11.38569285       0.15742454      0.06787562       0.04477446       0.04477446       0.00000000
    -11.37068534       0.15689100      0.06760038       0.04464531       0.04464531       0.00000000
    -11.35567784       0.15636481      0.06732805       0.04451838       0.04451838       0.00000000
    -11.34067034       0.15584563      0.06705851       0.04439356       0.04439356       0.00000000
    -11.32566283       0.15533319      0.06679164       0.04427078       0.04427078       0.00000000
    -11.31065533       0.15482724      0.06652735       0.04414994       0.04414994       0.00000000
    -11.29564782       0.15432757      0.06626557       0.04403100       0.04403100       0.00000000
    -11.28064032       0.15383399      0.06600624       0.04391387       0.04391387       0.00000000
    -11.26563282       0.15334633      0.06574931       0.04379851       0.04379851       0.00000000
    -11.25062531       0.15286441      0.06549471       0.04368485       0.04368485       0.00000000
    -11.23561781       0.15238805      0.06524239       0.04357283       0.04357283       0.00000000
    -11.22061031       0.15191704      0.06499226       0.04346239       0.04346239       0.00000000
    -11.20560280       0.15145120      0.06474426       0.04335347       0.04335347       0.00000000
    -11.19059530       0.15099029      0.06449829       0.04324600       0.04324600       0.00000000
    -11.17558779       0.15053416      0.06425428       0.04313994       0.04313994       0.00000000
    -11.16058029       0.15008265      0.06401218       0.04303523       0.04303523       0.00000000
    -11.14557279       0.14963566      0.06377197       0.04293184       0.04293184       0.00000000
    -11.13056528       0.14919314      0.06353364       0.04282975       0.04282975       0.00000000
    -11.11555778       0.14875503      0.06329718       0.04272893       0.04272893       0.00000000
    -11.10055028       0.14832125      0.06306256       0.04262935       0.04262935       0.00000000
    -11.08554277       0.14789169      0.06282975       0.04253097       0.04253097       0.00000000
    -11.07053527       0.14746617      0.06259867       0.04243375       0.04243375       0.00000000
    -11.05552776       0.14704450      0.06236924       0.04233763       0.04233763       0.00000000
    -11.04052026       0.14662649      0.06214137       0.04224256       0.04224256       0.00000000
    -11.02551276       0.14621203      0.06191501       0.04214851       0.04214851       0.00000000
    -11.01050525       0.14580112      0.06169016       0.04205548       0.04205548       0.00000000
    -10.99549775       0.14539382      0.06146683       0.04196349       0.04196349       0.00000000
    -10.98049025       0.14499029      0.06124508       0.04187260       0.04187260       0.00000000
    -10.96548274       0.14459074      0.06102493       0.04178291       0.04178291       0.00000000
    -10.95047524       0.14419541      0.06080635       0.04169453       0.04169453       0.00000000
    -10.93546773       0.14380460      0.06058928       0.04160766       0.04160766       0.00000000
    -10.92046023       0.14341885      0.06037362       0.04152261       0.04152261       0.00000000
    -10.90545273       0.14303912      0.06015926       0.04143993       0.04143993       0.00000000
    -10.89044522       0.14266708      0.05994615       0.04136047       0.04136047       0.00000000
    -10.87543772       0.14230542      0.05973429       0.04128556       0.04128556       0.00000000
    -10.86043022       0.14195814      0.05952377       0.04121718       0.04121718       0.00000000
    -10.84542271       0.14163087      0.05931471       0.04115808       0.04115808       0.00000000
    -10.83041521       0.14133119      0.05910726       0.04111197       0.04111197       0.00000000
    -10.81540770       0.14106887      0.05890152       0.04108367       0.04108367       0.00000000
    -10.80040020       0.14085616      0.05869754       0.04107931       0.04107931       0.00000000
    -10.78539270       0.14070806      0.05849537       0.04110635       0.04110635       0.00000000
    -10.77038519       0.14064234      0.05829504       0.04117365       0.04117365       0.00000000
    -10.75537769       0.14067938      0.05809671       0.04129133       0.04129133       0.00000000
    -10.74037019       0.14084156      0.05790066       0.04147045       0.04147045       0.00000000
    -10.72536268       0.14115222      0.05770736       0.04172243       0.04172243       0.00000000
    -10.71035518       0.14163400      0.05751738       0.04205831       0.04205831       0.00000000
    -10.69534767       0.14230696      0.05733137       0.04248780       0.04248780       0.00000000
    -10.68034017       0.14318635      0.05714994       0.04301820       0.04301820       0.00000000
    -10.66533267       0.14428050      0.05697365       0.04365343       0.04365343       0.00000000
    -10.65032516       0.14558909      0.05680293       0.04439308       0.04439308       0.00000000
    -10.63531766       0.14710201      0.05663815       0.04523193       0.04523193       0.00000000
    -10.62031016       0.14879901      0.05647962       0.04615969       0.04615969       0.00000000
    -10.60530265       0.15065021      0.05632766       0.04716127       0.04716127       0.00000000
    -10.59029515       0.15261756      0.05618260       0.04821748       0.04821748       0.00000000
    -10.57528764       0.15465689      0.05604472       0.04930609       0.04930609       0.00000000
    -10.56028014       0.15672063      0.05591421       0.05040321       0.05040321       0.00000000
    -10.54527264       0.15876076      0.05579109       0.05148484       0.05148484       0.00000000
    -10.53026513       0.16073190      0.05567510       0.05252840       0.05252840       0.00000000
    -10.51525763       0.16259403      0.05556572       0.05351416       0.05351416       0.00000000
    -10.50025013       0.16431485      0.05546223       0.05442631       0.05442631       0.00000000
    -10.48524262       0.16587134      0.05536383       0.05525375       0.05525375       0.00000000
    -10.47023512       0.16725039      0.05526972       0.05599034       0.05599034       0.00000000
    -10.45522761       0.16844864      0.05517921       0.05663472       0.05663472       0.00000000
    -10.44022011       0.16947133      0.05509178       0.05718977       0.05718977       0.00000000
    -10.42521261       0.17033060      0.05500706       0.05766177       0.05766177       0.00000000
    -10.41020510       0.17104335      0.05492471       0.05805932       0.05805932       0.00000000
    -10.39519760       0.17162909      0.05484442       0.05839233       0.05839233       0.00000000
    -10.38019010       0.17210798      0.05476579       0.05867109       0.05867109       0.00000000
    -10.36518259       0.17249929      0.05468834       0.05890548       0.05890548       0.00000000
    -10.35017509       0.17282048      0.05461155       0.05910447       0.05910447       0.00000000
    -10.33516758       0.17308670      0.05453497       0.05927586       0.05927586       0.00000000
    -10.32016008       0.17331075      0.05445827       0.05942624       0.05942624       0.00000000
    -10.30515258       0.17350336      0.05438132       0.05956102       0.05956102       0.00000000
    -10.29014507       0.17367345      0.05430418       0.05968464       0.05968464       0.00000000
    -10.27513757       0.17382848      0.05422705       0.05980071       0.05980071       0.00000000
    -10.26013007       0.17397454      0.05415019       0.05991218       0.05991218       0.00000000
    -10.24512256       0.17411638      0.05407377       0.06002130       0.06002130       0.00000000
    -10.23011506       0.17425734      0.05399787       0.06012974       0.06012974       0.00000000
    -10.21510755       0.17439928      0.05392234       0.06023847       0.06023847       0.00000000
    -10.20010005       0.17454261      0.05384692       0.06034785       0.06034785       0.00000000
    -10.18509255       0.17468653      0.05377126       0.06045764       0.06045764       0.00000000
    -10.17008504       0.17482950      0.05369503       0.06056724       0.06056724       0.00000000
    -10.15507754       0.17496986      0.05361804       0.06067591       0.06067591       0.00000000
    -10.14007004       0.17510651      0.05354031       0.06078310       0.06078310       0.00000000
    -10.12506253       0.17523944      0.05346204       0.06088870       0.06088870       0.00000000
    -10.11005503       0.17536999      0.05338361       0.06099319       0.06099319       0.00000000
    -10.09504752       0.17550065      0.05330545       0.06109760       0.06109760       0.00000000
    -10.08004002       0.17563452      0.05322790       0.06120331       0.06120331       0.00000000
    -10.06503252       0.17577444      0.05315116       0.06131164       0.06131164       0.00000000
    -10.05002501       0.17592212      0.05307515       0.06142348       0.06142348       0.00000000
    -10.03501751       0.17607744      0.05299957       0.06153894       0.06153894       0.00000000
    -10.02001001       0.17623830      0.05292393       0.06165718       0.06165718       0.00000000
    -10.00500250       0.17640099      0.05284774       0.06177663       0.06177663       0.00000000
     -9.98999500       0.17656109      0.05277056       0.06189527       0.06189527       0.00000000
     -9.97498749       0.17671470      0.05269223       0.06201124       0.06201124       0.00000000
     -9.95997999       0.17685960      0.05261284       0.06212338       0.06212338       0.00000000
     -9.94497249       0.17699609      0.05253275       0.06223167       0.06223167       0.00000000
     -9.92996498       0.17712709      0.05245251       0.06233729       0.06233729       0.00000000
     -9.91495748       0.17725764      0.05237268       0.06244248       0.06244248       0.00000000
     -9.89994997       0.17739362      0.05229370       0.06254996       0.06254996       0.00000000
     -9.88494247       0.17754025      0.05221579       0.06266223       0.06266223       0.00000000
     -9.86993497       0.17770063      0.05213891       0.06278086       0.06278086       0.00000000
     -9.85492746       0.17787473      0.05206274       0.06290600       0.06290600       0.00000000
     -9.83991996       0.17805915      0.05198678       0.06303619       0.06303619       0.00000000
     -9.82491246       0.17824779      0.05191047       0.06316866       0.06316866       0.00000000
     -9.80990495       0.17843324      0.05183331       0.06329997       0.06329997       0.00000000
     -9.79489745       0.17860859      0.05175493       0.06342683       0.06342683       0.00000000
     -9.77988994       0.17876926      0.05167516       0.06354705       0.06354705       0.00000000
     -9.76488244       0.17891435      0.05159410       0.06366012       0.06366012       0.00000000
     -9.74987494       0.17904715      0.05151207       0.06376754       0.06376754       0.00000000
     -9.73486743       0.17917461      0.05142960       0.06387250       0.06387250       0.00000000
     -9.71985993       0.17930584      0.05134736       0.06397924       0.06397924       0.00000000
     -9.70485243       0.17945000      0.05126602       0.06409199       0.06409199       0.00000000
     -9.68984492       0.17961392      0.05118615       0.06421389       0.06421389       0.00000000
     -9.67483742       0.17980026      0.05110804       0.06434611       0.06434611       0.00000000
     -9.65982991       0.18000649      0.05103159       0.06448745       0.06448745       0.00000000
     -9.64482241       0.18022519      0.05095625       0.06463447       0.06463447       0.00000000
     -9.62981491       0.18044556      0.05088107       0.06478224       0.06478224       0.00000000
     -9.61480740       0.18065594      0.05080493       0.06492551       0.06492551       0.00000000
     -9.59979990       0.18084674      0.05072672       0.06506001       0.06506001       0.00000000
     -9.58479240       0.18101292      0.05064573       0.06518360       0.06518360       0.00000000
     -9.56978489       0.18115566      0.05056183       0.06529691       0.06529691       0.00000000
     -9.55477739       0.18128232      0.05047563       0.06540335       0.06540335       0.00000000
     -9.53976988       0.18140505      0.05038837       0.06550834       0.06550834       0.00000000
     -9.52476238       0.18153793      0.05030166       0.06561813       0.06561813       0.00000000
     -9.50975488       0.18169357      0.05021713       0.06573822       0.06573822       0.00000000
     -9.49474737       0.18187986      0.05013590       0.06587198       0.06587198       0.00000000
     -9.47973987       0.18209785      0.05005832       0.06601976       0.06601976       0.00000000
     -9.46473237       0.18234109      0.04998378       0.06617865       0.06617865       0.00000000
     -9.44972486       0.18259701      0.04991081       0.06634310       0.06634310       0.00000000
     -9.43471736       0.18284972      0.04983741       0.06650616       0.06650616       0.00000000
     -9.41970985       0.18308383      0.04976153       0.06666115       0.06666115       0.00000000
     -9.40470235       0.18328822      0.04968165       0.06680329       0.06680329       0.00000000
     -9.38969485       0.18345898      0.04959713       0.06693092       0.06693092       0.00000000
     -9.37468734       0.18360053      0.04950848       0.06704602       0.06704602       0.00000000
     -9.35967984       0.18372486      0.04941723       0.06715382       0.06715382       0.00000000
     -9.34467234       0.18384883      0.04932558       0.06726163       0.06726163       0.00000000
     -9.32966483       0.18399021      0.04923588       0.06737716       0.06737716       0.00000000
     -9.31465733       0.18416341      0.04915005       0.06750668       0.06750668       0.00000000
     -9.29964982       0.18437591      0.04906904       0.06765343       0.06765343       0.00000000
     -9.28464232       0.18462626      0.04899261       0.06781682       0.06781682       0.00000000
     -9.26963482       0.18490423      0.04891934       0.06799245       0.06799245       0.00000000
     -9.25462731       0.18519315      0.04884696       0.06817309       0.06817309       0.00000000
     -9.23961981       0.18547373      0.04877293       0.06835040       0.06835040       0.00000000
     -9.22461231       0.18572876      0.04869502       0.06851687       0.06851687       0.00000000
     -9.20960480       0.18594724      0.04861194       0.06866765       0.06866765       0.00000000
     -9.19459730       0.18612713      0.04852362       0.06880176       0.06880176       0.00000000
     -9.17958979       0.18627598      0.04843124       0.06892237       0.06892237       0.00000000
     -9.16458229       0.18640912      0.04833695       0.06903608       0.06903608       0.00000000
     -9.14957479       0.18654607      0.04824332       0.06915138       0.06915138       0.00000000
     -9.13456728       0.18670586      0.04815267       0.06927660       0.06927660       0.00000000
     -9.11955978       0.18690251      0.04806656       0.06941798       0.06941798       0.00000000
     -9.10455228       0.18714170      0.04798534       0.06957818       0.06957818       0.00000000
     -9.08954477       0.18741952      0.04790816       0.06975568       0.06975568       0.00000000
     -9.07453727       0.18772349      0.04783320       0.06994515       0.06994515       0.00000000
     -9.05952976       0.18803565      0.04775815       0.07013875       0.07013875       0.00000000
     -9.04452226       0.18833676      0.04768078       0.07032799       0.07032799       0.00000000
     -9.02951476       0.18861084      0.04759950       0.07050567       0.07050567       0.00000000
     -9.01450725       0.18884874      0.04751364       0.07066755       0.07066755       0.00000000
     -8.99949975       0.18905004      0.04742359       0.07081323       0.07081323       0.00000000
     -8.98449225       0.18922296      0.04733059       0.07094618       0.07094618       0.00000000
     -8.96948474       0.18938228      0.04723642       0.07107293       0.07107293       0.00000000
     -8.95447724       0.18954593      0.04714294       0.07120149       0.07120149       0.00000000
     -8.93946973       0.18973098      0.04705172       0.07133963       0.07133963       0.00000000
     -8.92446223       0.18994990      0.04696371       0.07149310       0.07149310       0.00000000
     -8.90945473       0.19020802      0.04687912       0.07166445       0.07166445       0.00000000
     -8.89444722       0.19050249      0.04679746       0.07185252       0.07185252       0.00000000
     -8.87943972       0.19082303      0.04671765       0.07205269       0.07205269       0.00000000
     -8.86443222       0.19115424      0.04663829       0.07225798       0.07225798       0.00000000
     -8.84942471       0.19147896      0.04655791       0.07246052       0.07246052       0.00000000
     -8.83441721       0.19178192      0.04647525       0.07265334       0.07265334       0.00000000
     -8.81940970       0.19205309      0.04638945       0.07283182       0.07283182       0.00000000
     -8.80440220       0.19228982      0.04630024       0.07299479       0.07299479       0.00000000
     -8.78939470       0.19249746      0.04620795       0.07314475       0.07314475       0.00000000
     -8.77438719       0.19268828      0.04611351       0.07328738       0.07328738       0.00000000
     -8.75937969       0.19287883      0.04601825       0.07343029       0.07343029       0.00000000
     -8.74437219       0.19308638      0.04592365       0.07358136       0.07358136       0.00000000
     -8.72936468       0.19332504      0.04583110       0.07374697       0.07374697       0.00000000
     -8.71435718       0.19360257      0.04574154       0.07393052       0.07393052       0.00000000
     -8.69934967       0.19391855      0.04565528       0.07413164       0.07413164       0.00000000
     -8.68434217       0.19426433      0.04557189       0.07434622       0.07434622       0.00000000
     -8.66933467       0.19462490      0.04549025       0.07456732       0.07456732       0.00000000
     -8.65432716       0.19498221      0.04540878       0.07478672       0.07478672       0.00000000
     -8.63931966       0.19531935      0.04532572       0.07499682       0.07499682       0.00000000
     -8.62431216       0.19562450      0.04523959       0.07519246       0.07519246       0.00000000
     -8.60930465       0.19589374      0.04514950       0.07537212       0.07537212       0.00000000
     -8.59429715       0.19613212      0.04505539       0.07553837       0.07553837       0.00000000
     -8.57928964       0.19635262      0.04495809       0.07569726       0.07569726       0.00000000
     -8.56428214       0.19657311      0.04485919       0.07585696       0.07585696       0.00000000
     -8.54927464       0.19681223      0.04476063       0.07602580       0.07602580       0.00000000
     -8.53426713       0.19708494      0.04466432       0.07621031       0.07621031       0.00000000
     -8.51925963       0.19739885      0.04457164       0.07641360       0.07641360       0.00000000
     -8.50425213       0.19775241      0.04448308       0.07663467       0.07663467       0.00000000
     -8.48924462       0.19813514      0.04439807       0.07686854       0.07686854       0.00000000
     -8.47423712       0.19853019      0.04431511       0.07710754       0.07710754       0.00000000
     -8.45922961       0.19891840      0.04423208       0.07734316       0.07734316       0.00000000
     -8.44422211       0.19928300      0.04414679       0.07756810       0.07756810       0.00000000
     -8.42921461       0.19961377      0.04405749       0.07777814       0.07777814       0.00000000
     -8.41420710       0.19990960      0.04396336       0.07797312       0.07797312       0.00000000
     -8.39919960       0.20017875      0.04386478       0.07815699       0.07815699       0.00000000
     -8.38419210       0.20043681      0.04376319       0.07833681       0.07833681       0.00000000
     -8.36918459       0.20070277      0.04366081       0.07852098       0.07852098       0.00000000
     -8.35417709       0.20099421      0.04355999       0.07871711       0.07871711       0.00000000
     -8.33916958       0.20132294      0.04346265       0.07893014       0.07893014       0.00000000
     -8.32416208       0.20169202      0.04336972       0.07916115       0.07916115       0.00000000
     -8.30915458       0.20209515      0.04328090       0.07940712       0.07940712       0.00000000
     -8.29414707       0.20251841      0.04319474       0.07966183       0.07966183       0.00000000
     -8.27913957       0.20294397      0.04310904       0.07991747       0.07991747       0.00000000
     -8.26413207       0.20335474      0.04302143       0.08016666       0.08016666       0.00000000
     -8.24912456       0.20373877      0.04293005       0.08040436       0.08040436       0.00000000
     -8.23411706       0.20409216      0.04283401       0.08062907       0.08062907       0.00000000
     -8.21910955       0.20441986      0.04273363       0.08084312       0.08084312       0.00000000
     -8.20410205       0.20473418      0.04263032       0.08105193       0.08105193       0.00000000
     -8.18909455       0.20505132      0.04252613       0.08126259       0.08126259       0.00000000
     -8.17408704       0.20538718      0.04242326       0.08148196       0.08148196       0.00000000
     -8.15907954       0.20575322      0.04232336       0.08171492       0.08171492       0.00000001
     -8.14407204       0.20615379      0.04222720       0.08196329       0.08196329       0.00000001
     -8.12906453       0.20658525      0.04213441       0.08222540       0.08222540       0.00000003
     -8.11405703       0.20703731      0.04204371       0.08249677       0.08249677       0.00000007
     -8.09904952       0.20749596      0.04195320       0.08277131       0.08277131       0.00000014
     -8.08404202       0.20794723      0.04186095       0.08304300       0.08304300       0.00000029
     -8.06903452       0.20838088      0.04176550       0.08330740       0.08330740       0.00000059
     -8.05402701       0.20879291      0.04166624       0.08356275       0.08356275       0.00000116
     -8.03901951       0.20918643      0.04156354       0.08381033       0.08381033       0.00000224
     -8.02401201       0.20957070      0.04145861       0.08405393       0.08405393       0.00000422
     -8.00900450       0.20995871      0.04135315       0.08429888       0.08429888       0.00000780
     -7.99399700       0.21036400      0.04124889       0.08455051       0.08455051       0.00001410
     -7.97898949       0.21079767      0.04114708       0.08481283       0.08481283       0.00002494
     -7.96398199       0.21126643      0.04104813       0.08508755       0.08508755       0.00004321
     -7.94897449       0.21177233      0.04095158       0.08537373       0.08537373       0.00007328
     -7.93396698       0.21231430      0.04085620       0.08566819       0.08566819       0.00012171
     -7.91895948       0.21289126      0.04076037       0.08596647       0.08596647       0.00019794
     -7.90395198       0.21350603      0.04066259       0.08626408       0.08626408       0.00031528
     -7.88894447       0.21416925      0.04056188       0.08655774       0.08655774       0.00049188
     -7.87393697       0.21490230      0.04045808       0.08684622       0.08684622       0.00075177
     -7.85892946       0.21573872      0.04035186       0.08713056       0.08713056       0.00112573
     -7.84392196       0.21672374      0.04024449       0.08741369       0.08741369       0.00165187
     -7.82891446       0.21791214      0.04013745       0.08769950       0.08769950       0.00237569
     -7.81390695       0.21936484      0.04003195       0.08799178       0.08799178       0.00334932
     -7.79889945       0.22114484      0.03992859       0.08829318       0.08829318       0.00462990
     -7.78389195       0.22331304      0.03982718       0.08860454       0.08860454       0.00627679
     -7.76888444       0.22592431      0.03972685       0.08892484       0.08892484       0.00834777
     -7.75387694       0.22902384      0.03962635       0.08925164       0.08925164       0.01089421
     -7.73886943       0.23264390      0.03952442       0.08958184       0.08958184       0.01395581
     -7.72386193       0.23680060      0.03942019       0.08991266       0.08991266       0.01755509
     -7.70885443       0.24149089      0.03931345       0.09024238       0.09024238       0.02169268
     -7.69384692       0.24668988      0.03920463       0.09057081       0.09057081       0.02634363
     -7.67883942       0.25234892      0.03909469       0.09089920       0.09089920       0.03145583
     -7.66383192       0.25839506      0.03898478       0.09122982       0.09122982       0.03695064
     -7.64882441       0.26473250      0.03887589       0.09156526       0.09156526       0.04272610
     -7.63381691       0.27124639      0.03876856       0.09190768       0.09190768       0.04866247
     -7.61880940       0.27780897      0.03866271       0.09225827       0.09225827       0.05462972
     -7.60380190       0.28428775      0.03855772       0.09261700       0.09261700       0.06049603
     -7.58879440       0.29055472      0.03845259       0.09298275       0.09298275       0.06613663
     -7.57378689       0.29649551      0.03834628       0.09335377       0.09335377       0.07144169
     -7.55877939       0.30201727      0.03823799       0.09372827       0.09372827       0.07632275
     -7.54377189       0.30705421      0.03812741       0.09410498       0.09410498       0.08071684
     -7.52876438       0.31157005      0.03801484       0.09448357       0.09448357       0.08458807
