      0.00000000     -26.21762239       0.00000000        1
     -1.22500000     -25.51036831       0.00000000       11
  
  
      0.00000000     -26.21762239       0.00000000        1
      1.22500000     -25.51036831       0.00000000       11
  
  
      2.45000000     -26.21762239       0.00000000        1
      1.22500000     -25.51036831       0.00000000       11
  
  
      2.45000000     -26.21762239       0.00000000        1
      3.67500000     -25.51036831       0.00000000       11
  
  
      4.90000000     -26.21762239       0.00000000        1
      3.67500000     -25.51036831       0.00000000       11
  
  
      4.90000000     -26.21762239       0.00000000        1
      6.12500000     -25.51036831       0.00000000       11
  
  
      7.35000000     -26.21762239       0.00000000        1
      6.12500000     -25.51036831       0.00000000       11
  
  
      7.35000000     -26.21762239       0.00000000        1
      8.57500000     -25.51036831       0.00000000       11
  
  
      9.80000000     -26.21762239       0.00000000        1
      8.57500000     -25.51036831       0.00000000       11
  
  
      0.00000000     -21.97409785       0.00000000        2
     -1.22500000     -21.26684377       0.00000000       12
  
  
      0.00000000     -21.97409785       0.00000000        2
      1.22500000     -21.26684377       0.00000000       12
  
  
      0.00000000     -21.97409785       0.00000000        2
      0.00000000     -23.38860607       0.00000000       31
  
  
      2.45000000     -21.97409785       0.00000000        2
      1.22500000     -21.26684377       0.00000000       12
  
  
      2.45000000     -21.97409785       0.00000000        2
      3.67500000     -21.26684377       0.00000000       12
  
  
      2.45000000     -21.97409785       0.00000000        2
      2.45000000     -23.38860607       0.00000000       31
  
  
      4.90000000     -21.97409785       0.00000000        2
      3.67500000     -21.26684377       0.00000000       12
  
  
      4.90000000     -21.97409785       0.00000000        2
      6.12500000     -21.26684377       0.00000000       12
  
  
      4.90000000     -21.97409785       0.00000000        2
      4.90000000     -23.38860607       0.00000000       31
  
  
      7.35000000     -21.97409785       0.00000000        2
      6.12500000     -21.26684377       0.00000000       12
  
  
      7.35000000     -21.97409785       0.00000000        2
      8.57500000     -21.26684377       0.00000000       12
  
  
      7.35000000     -21.97409785       0.00000000        2
      7.35000000     -23.38860607       0.00000000       31
  
  
      9.80000000     -21.97409785       0.00000000        2
      8.57500000     -21.26684377       0.00000000       12
  
  
      9.80000000     -21.97409785       0.00000000        2
      9.80000000     -23.38860607       0.00000000       31
  
  
      0.00000000     -17.73057331       0.00000000        3
     -1.22500000     -17.02331923       0.00000000       13
  
  
      0.00000000     -17.73057331       0.00000000        3
